date,open,high,low,close,ticker
36643,$143.00,$147.34,$143.00,$146.00,SPY
36644,$147.00,$147.86,$145.06,$145.09,SPY
36647,$146.56,$148.48,$145.84,$147.06,SPY
36648,$145.50,$147.13,$144.13,$144.13,SPY
36649,$144.00,$144.00,$139.78,$140.75,SPY
36650,$142.00,$142.36,$140.75,$141.81,SPY
36651,$141.06,$144.00,$140.94,$143.53,SPY
36654,$142.75,$143.38,$141.84,$142.45,SPY
36655,$143.06,$143.41,$140.27,$141.31,SPY
36656,$140.50,$140.97,$137.75,$138.13,SPY
36657,$140.13,$141.50,$139.13,$141.28,SPY
36658,$141.81,$143.47,$141.63,$142.81,SPY
36661,$142.75,$145.61,$142.00,$145.28,SPY
36662,$146.56,$147.72,$145.31,$146.69,SPY
36663,$145.69,$146.19,$144.47,$145.16,SPY
36664,$145.63,$146.31,$143.38,$143.38,SPY
36665,$142.56,$143.23,$140.41,$141.13,SPY
36668,$141.25,$141.47,$137.00,$140.06,SPY
36669,$140.44,$140.81,$137.56,$138.00,SPY
36670,$138.00,$140.69,$136.50,$140.25,SPY
36671,$140.69,$141.81,$137.72,$137.84,SPY
36672,$138.81,$139.69,$137.33,$138.00,SPY
36676,$140.00,$142.94,$139.47,$142.50,SPY
36677,$142.56,$144.00,$142.09,$142.81,SPY
36678,$143.69,$145.44,$143.00,$145.31,SPY
36679,$148.94,$149.09,$147.48,$147.84,SPY
36682,$147.47,$148.22,$146.88,$147.13,SPY
36683,$146.63,$147.78,$145.91,$146.47,SPY
36684,$146.63,$148.00,$146.00,$147.48,SPY
36685,$147.50,$147.75,$146.06,$146.91,SPY
36686,$147.50,$147.97,$145.63,$146.59,SPY
36689,$146.97,$146.97,$144.88,$144.88,SPY
36690,$144.81,$147.75,$144.63,$147.59,SPY
36691,$148.25,$148.88,$147.19,$147.84,SPY
36692,$148.13,$148.75,$146.84,$148.16,SPY
36693,$148.31,$148.31,$145.88,$146.59,SPY
36696,$146.47,$149.16,$146.25,$148.47,SPY
36697,$148.19,$148.88,$147.00,$147.94,SPY
36698,$146.94,$148.44,$146.89,$147.88,SPY
36699,$147.56,$147.69,$145.00,$145.63,SPY
36700,$145.81,$146.13,$143.88,$144.38,SPY
36703,$145.38,$146.25,$144.88,$146.23,SPY
36704,$145.98,$146.72,$145.02,$145.16,SPY
36705,$145.63,$146.98,$145.31,$145.56,SPY
36706,$144.75,$145.75,$143.52,$144.19,SPY
36707,$143.94,$145.59,$143.89,$145.28,SPY
36710,$145.44,$147.44,$145.19,$147.28,SPY
36712,$146.38,$146.66,$144.38,$144.63,SPY
36713,$144.94,$146.47,$144.22,$145.75,SPY
36714,$146.69,$148.78,$146.25,$148.09,SPY
36717,$147.88,$148.91,$147.53,$147.84,SPY
36718,$147.47,$149.13,$147.16,$148.16,SPY
36719,$149.28,$150.13,$148.69,$149.13,SPY
36720,$149.98,$150.38,$149.19,$149.78,SPY
36721,$150.44,$151.25,$149.67,$151.25,SPY
36724,$150.98,$151.98,$150.69,$151.00,SPY
36725,$150.63,$150.63,$149.34,$149.77,SPY
36726,$149.47,$149.91,$148.25,$148.56,SPY
36727,$149.00,$150.63,$148.81,$150.63,SPY
36728,$149.75,$149.75,$147.69,$147.69,SPY
36731,$148.13,$148.86,$146.56,$146.84,SPY
36732,$147.75,$147.84,$146.78,$147.31,SPY
36733,$146.97,$147.16,$145.64,$145.88,SPY
36734,$145.94,$146.63,$144.69,$145.38,SPY
36735,$145.72,$145.91,$141.52,$142.09,SPY
36738,$142.94,$144.13,$142.06,$143.00,SPY
36739,$143.63,$144.72,$143.13,$143.88,SPY
36740,$143.88,$145.41,$143.63,$144.59,SPY
36741,$142.88,$145.81,$142.63,$145.59,SPY
36742,$146.31,$146.72,$145.41,$146.38,SPY
36745,$146.72,$148.44,$146.38,$148.13,SPY
36746,$147.50,$148.81,$147.50,$148.69,SPY
36747,$149.14,$149.22,$147.38,$147.44,SPY
36748,$147.53,$147.86,$146.28,$146.72,SPY
36749,$146.63,$148.00,$145.56,$147.41,SPY
36752,$147.78,$149.56,$147.06,$149.28,SPY
36753,$149.34,$149.81,$148.56,$149.16,SPY
36754,$149.31,$149.94,$147.84,$148.63,SPY
36755,$148.69,$150.44,$148.34,$150.19,SPY
36756,$150.38,$150.38,$149.22,$149.69,SPY
36759,$150.03,$150.72,$149.41,$150.50,SPY
36760,$150.56,$151.31,$150.09,$150.25,SPY
36761,$149.81,$151.28,$149.28,$150.84,SPY
36762,$151.16,$151.50,$150.50,$151.31,SPY
36763,$151.16,$151.63,$150.94,$151.25,SPY
36766,$151.25,$152.91,$151.25,$151.77,SPY
36767,$151.44,$151.88,$150.91,$151.80,SPY
36768,$151.31,$151.50,$150.34,$150.34,SPY
36769,$151.06,$153.09,$150.91,$152.34,SPY
36770,$153.25,$153.59,$152.00,$152.50,SPY
36774,$151.88,$152.20,$150.81,$151.28,SPY
36775,$151.19,$151.95,$149.53,$149.56,SPY
36776,$150.25,$151.08,$149.83,$150.84,SPY
36777,$150.28,$150.50,$149.33,$149.81,SPY
36780,$149.75,$151.19,$148.69,$149.59,SPY
36781,$149.75,$150.25,$148.44,$148.50,SPY
36782,$148.00,$149.34,$147.66,$148.89,SPY
36783,$149.88,$149.94,$148.16,$149.64,SPY
36784,$148.19,$148.25,$146.00,$146.00,SPY
36787,$146.38,$146.97,$144.20,$144.66,SPY
36788,$145.13,$146.31,$144.70,$145.97,SPY
36789,$145.69,$146.03,$143.16,$144.89,SPY
36790,$144.47,$145.56,$142.63,$142.69,SPY
36791,$142.63,$145.31,$142.42,$145.28,SPY
36794,$145.94,$146.06,$143.72,$144.25,SPY
36795,$144.38,$145.00,$142.41,$142.41,SPY
36796,$143.56,$143.97,$142.13,$143.16,SPY
36797,$143.19,$146.33,$142.89,$145.00,SPY
36798,$145.47,$145.97,$143.63,$143.63,SPY
36801,$144.28,$144.91,$143.14,$143.84,SPY
36802,$144.53,$145.75,$142.28,$142.50,SPY
36803,$142.88,$144.25,$141.75,$143.69,SPY
36804,$143.41,$144.84,$143.31,$144.19,SPY
36805,$143.88,$144.64,$139.75,$141.06,SPY
36808,$141.31,$141.31,$139.38,$140.00,SPY
36809,$140.09,$141.25,$137.69,$137.69,SPY
36810,$137.63,$138.63,$135.13,$136.53,SPY
36811,$137.28,$137.59,$132.78,$133.13,SPY
36812,$132.94,$137.66,$132.88,$137.56,SPY
36815,$137.41,$138.23,$136.69,$138.19,SPY
36816,$138.44,$138.56,$134.41,$134.75,SPY
36817,$132.63,$136.13,$130.16,$134.25,SPY
36818,$136.84,$139.45,$136.44,$139.31,SPY
36819,$138.38,$141.19,$138.38,$139.91,SPY
36822,$139.94,$141.03,$138.94,$140.53,SPY
36823,$140.97,$141.94,$139.00,$139.59,SPY
36824,$138.75,$139.56,$136.13,$136.31,SPY
36825,$137.13,$137.66,$134.03,$136.69,SPY
36826,$137.88,$139.28,$136.63,$139.28,SPY
36829,$138.44,$141.09,$138.16,$140.53,SPY
36830,$141.02,$143.69,$140.06,$142.95,SPY
36831,$142.25,$143.25,$141.22,$142.47,SPY
36832,$143.16,$143.91,$142.52,$142.70,SPY
36833,$143.47,$143.75,$142.38,$142.78,SPY
36836,$143.16,$144.30,$143.03,$143.78,SPY
36837,$143.14,$144.00,$142.56,$143.75,SPY
36838,$144.06,$144.06,$140.56,$140.56,SPY
36839,$140.00,$141.22,$137.25,$140.03,SPY
36840,$139.00,$139.47,$136.53,$136.63,SPY
36843,$135.63,$136.98,$133.02,$135.56,SPY
36844,$137.47,$139.63,$137.00,$139.13,SPY
36845,$139.06,$140.11,$137.75,$139.56,SPY
36846,$138.58,$139.88,$137.31,$137.38,SPY
36847,$137.31,$139.00,$135.75,$136.64,SPY
36850,$135.75,$136.38,$134.31,$134.69,SPY
36851,$134.88,$136.19,$133.52,$135.38,SPY
36852,$134.34,$134.88,$132.13,$132.14,SPY
36854,$133.63,$134.97,$133.63,$134.84,SPY
36857,$136.47,$136.69,$135.31,$136.03,SPY
36858,$135.13,$136.59,$133.64,$133.69,SPY
36859,$134.38,$135.91,$133.27,$133.44,SPY
36860,$132.50,$133.50,$129.75,$132.28,SPY
36861,$133.19,$134.06,$131.00,$132.22,SPY
36864,$131.88,$133.88,$131.50,$133.34,SPY
36865,$134.88,$138.25,$134.41,$137.72,SPY
36866,$137.78,$138.34,$135.03,$135.52,SPY
36867,$134.88,$135.88,$133.66,$133.66,SPY
36868,$137.06,$139.47,$133.88,$133.97,SPY
36871,$137.38,$139.56,$136.72,$138.63,SPY
36872,$138.19,$138.81,$137.38,$138.03,SPY
36873,$139.25,$139.41,$136.03,$136.14,SPY
36874,$135.88,$136.50,$134.03,$134.41,SPY
36875,$133.13,$133.13,$130.56,$130.97,SPY
36878,$132.06,$133.47,$131.77,$132.72,SPY
36879,$132.47,$134.97,$130.02,$130.02,SPY
36880,$128.63,$128.94,$126.09,$126.25,SPY
36881,$126.00,$128.86,$125.53,$127.13,SPY
36882,$129.00,$131.11,$128.84,$130.94,SPY
36886,$130.84,$132.34,$130.28,$132.34,SPY
36887,$131.75,$133.73,$131.25,$133.31,SPY
36888,$132.81,$133.88,$132.59,$133.72,SPY
36889,$134.06,$134.28,$131.19,$131.19,SPY
36893,$132.00,$132.16,$127.56,$128.81,SPY
36894,$128.31,$136.00,$127.66,$135.00,SPY
36895,$134.94,$135.47,$133.00,$133.55,SPY
36896,$133.47,$133.63,$129.19,$129.19,SPY
36899,$129.88,$130.19,$127.69,$130.19,SPY
36900,$131.05,$131.50,$129.42,$129.84,SPY
36901,$129.00,$132.13,$128.81,$132.13,SPY
36902,$131.09,$133.48,$131.09,$132.25,SPY
36903,$132.69,$133.72,$131.28,$132.00,SPY
36907,$132.00,$133.19,$131.52,$132.84,SPY
36908,$134.84,$135.05,$132.64,$133.45,SPY
36909,$133.44,$135.70,$132.94,$134.78,SPY
36910,$136.19,$136.19,$133.88,$134.02,SPY
36913,$134.25,$135.78,$133.56,$134.91,SPY
36914,$134.47,$136.66,$134.16,$135.97,SPY
36915,$136.25,$137.31,$135.84,$136.38,SPY
36916,$136.25,$137.25,$135.66,$136.03,SPY
36917,$135.16,$136.13,$134.45,$135.88,SPY
36920,$135.50,$136.90,$135.37,$136.60,SPY
36921,$136.30,$137.92,$135.79,$137.80,SPY
36922,$137.40,$138.70,$136.60,$137.02,SPY
36923,$137.10,$137.95,$136.25,$137.93,SPY
36924,$137.40,$137.99,$134.75,$134.80,SPY
36927,$134.80,$135.94,$134.75,$135.79,SPY
36928,$135.30,$136.70,$135.22,$135.39,SPY
36929,$134.72,$135.40,$133.68,$134.69,SPY
36930,$134.80,$135.40,$133.10,$133.12,SPY
36931,$133.35,$133.35,$131.26,$131.84,SPY
36934,$131.70,$133.50,$131.70,$133.35,SPY
36935,$133.70,$134.17,$132.00,$132.26,SPY
36936,$132.65,$132.65,$130.66,$132.06,SPY
36937,$132.84,$133.52,$131.99,$133.34,SPY
36938,$131.00,$131.29,$129.30,$130.40,SPY
36942,$131.04,$131.14,$128.10,$128.39,SPY
36943,$127.90,$128.84,$125.50,$125.62,SPY
36944,$126.35,$126.54,$123.02,$125.81,SPY
36945,$125.08,$125.54,$121.80,$124.96,SPY
36948,$125.80,$127.62,$124.50,$127.62,SPY
36949,$126.80,$127.84,$125.51,$126.44,SPY
36950,$126.75,$126.84,$123.27,$123.95,SPY
36951,$124.05,$124.60,$121.75,$124.60,SPY
36952,$122.50,$125.65,$122.30,$123.61,SPY
36955,$124.15,$124.78,$123.81,$124.74,SPY
36956,$126.35,$127.75,$125.49,$126.08,SPY
36957,$126.90,$127.04,$125.76,$126.98,SPY
36958,$126.60,$127.24,$126.14,$127.12,SPY
36959,$126.10,$126.10,$123.11,$123.36,SPY
36962,$122.34,$122.50,$117.75,$118.08,SPY
36963,$119.40,$120.44,$117.53,$120.02,SPY
36964,$117.05,$119.29,$115.75,$117.65,SPY
36965,$118.45,$118.86,$117.36,$117.68,SPY
36966,$117.13,$117.40,$114.81,$115.01,SPY
36969,$115.76,$117.69,$114.82,$117.35,SPY
36970,$117.90,$118.46,$114.11,$114.20,SPY
36971,$114.18,$115.26,$111.90,$112.26,SPY
36972,$112.02,$112.60,$108.04,$111.12,SPY
36973,$113.25,$114.66,$111.50,$114.48,SPY
36976,$115.70,$116.27,$114.77,$115.94,SPY
36977,$115.62,$118.65,$115.28,$118.31,SPY
36978,$116.90,$116.95,$114.90,$115.04,SPY
36979,$114.70,$116.50,$112.14,$115.48,SPY
36980,$115.55,$116.69,$114.50,$116.69,SPY
36983,$116.30,$117.38,$113.80,$114.20,SPY
36984,$113.98,$114.15,$110.06,$110.39,SPY
36985,$110.57,$112.10,$109.30,$110.85,SPY
36986,$113.30,$115.49,$112.50,$115.05,SPY
36987,$113.99,$114.40,$112.06,$113.30,SPY
36990,$114.00,$114.99,$112.78,$114.56,SPY
36991,$115.45,$117.75,$115.17,$116.65,SPY
36992,$118.78,$118.99,$116.14,$116.73,SPY
36993,$116.30,$118.94,$115.96,$118.85,SPY
36997,$118.29,$118.89,$116.91,$117.60,SPY
36998,$117.31,$119.66,$117.02,$119.26,SPY
36999,$121.06,$126.00,$120.69,$124.00,SPY
37000,$124.25,$125.84,$123.58,$125.65,SPY
37001,$124.90,$125.40,$123.66,$124.50,SPY
37004,$123.65,$123.89,$121.91,$122.24,SPY
37005,$122.52,$123.65,$121.10,$121.58,SPY
37006,$121.42,$123.67,$120.95,$123.17,SPY
37007,$123.73,$125.22,$123.50,$123.72,SPY
37008,$124.92,$125.84,$124.20,$125.78,SPY
37011,$126.45,$127.27,$124.67,$126.66,SPY
37012,$125.07,$127.15,$124.60,$127.05,SPY
37013,$127.41,$127.69,$126.00,$126.82,SPY
37014,$126.13,$126.15,$124.22,$125.21,SPY
37015,$123.65,$127.35,$123.44,$127.34,SPY
37018,$126.86,$127.38,$126.23,$126.24,SPY
37019,$126.86,$127.10,$125.56,$126.18,SPY
37020,$125.25,$126.55,$125.06,$125.65,SPY
37021,$127.26,$127.50,$125.77,$126.02,SPY
37022,$126.00,$126.49,$124.40,$125.15,SPY
37025,$124.90,$125.44,$124.46,$125.40,SPY
37026,$125.55,$126.50,$124.85,$125.98,SPY
37027,$124.84,$129.20,$124.62,$128.95,SPY
37028,$129.00,$130.08,$128.56,$129.15,SPY
37029,$129.09,$129.74,$128.10,$129.74,SPY
37032,$129.84,$131.84,$129.15,$131.65,SPY
37033,$131.83,$132.09,$131.07,$131.48,SPY
37034,$131.05,$131.05,$129.25,$129.25,SPY
37035,$129.47,$130.00,$128.55,$129.63,SPY
37036,$129.65,$129.70,$127.90,$128.10,SPY
37040,$128.22,$128.35,$126.90,$127.08,SPY
37041,$126.59,$127.09,$125.00,$125.30,SPY
37042,$125.43,$126.76,$125.26,$125.95,SPY
37043,$126.20,$127.10,$125.12,$126.73,SPY
37046,$126.80,$127.43,$126.08,$127.34,SPY
37047,$127.49,$129.23,$127.27,$128.80,SPY
37048,$128.83,$128.83,$127.36,$127.73,SPY
37049,$127.05,$128.35,$127.00,$128.19,SPY
37050,$127.70,$127.87,$126.14,$127.00,SPY
37053,$126.71,$126.99,$125.41,$126.10,SPY
37054,$124.86,$126.74,$124.04,$125.88,SPY
37055,$126.17,$126.58,$124.65,$124.80,SPY
37056,$124.18,$124.30,$121.75,$122.00,SPY
37057,$120.91,$122.40,$120.40,$121.85,SPY
37060,$121.65,$122.44,$120.91,$121.26,SPY
37061,$122.38,$122.89,$120.89,$121.79,SPY
37062,$121.19,$122.86,$121.10,$122.43,SPY
37063,$122.22,$124.31,$122.15,$123.82,SPY
37064,$123.49,$123.59,$122.16,$122.85,SPY
37067,$123.28,$123.44,$121.50,$121.72,SPY
37068,$120.90,$122.39,$120.57,$121.55,SPY
37069,$121.60,$122.24,$120.91,$121.48,SPY
37070,$122.00,$123.94,$121.93,$122.15,SPY
37071,$122.80,$124.01,$122.26,$122.60,SPY
37074,$122.80,$124.32,$122.62,$124.13,SPY
37075,$123.98,$124.10,$123.05,$124.10,SPY
37077,$123.07,$123.65,$121.66,$121.68,SPY
37078,$121.31,$121.49,$119.05,$119.05,SPY
37081,$119.49,$120.54,$119.20,$119.70,SPY
37082,$120.29,$120.64,$118.21,$118.26,SPY
37083,$118.10,$118.89,$117.09,$118.38,SPY
37084,$119.50,$121.47,$119.31,$121.19,SPY
37085,$120.84,$122.32,$120.62,$122.24,SPY
37088,$121.77,$122.28,$120.29,$120.71,SPY
37089,$120.20,$121.95,$119.83,$121.84,SPY
37090,$120.56,$121.64,$120.06,$121.01,SPY
37091,$122.18,$122.98,$120.76,$122.07,SPY
37092,$121.15,$121.94,$120.92,$121.34,SPY
37095,$121.80,$121.88,$118.95,$118.95,SPY
37096,$119.00,$119.20,$116.75,$117.80,SPY
37097,$117.92,$119.48,$117.46,$119.10,SPY
37098,$119.06,$120.85,$118.56,$120.35,SPY
37099,$120.83,$121.35,$119.91,$120.81,SPY
37102,$121.19,$121.35,$120.30,$120.85,SPY
37103,$121.00,$122.68,$120.80,$121.35,SPY
37104,$121.97,$122.70,$121.55,$122.11,SPY
37105,$123.23,$123.25,$121.89,$122.61,SPY
37106,$122.36,$122.36,$120.90,$121.94,SPY
37109,$121.35,$121.51,$120.10,$120.30,SPY
37110,$120.27,$121.20,$119.91,$120.77,SPY
37111,$120.12,$121.16,$118.43,$118.53,SPY
37112,$118.70,$118.97,$117.86,$118.88,SPY
37113,$118.80,$119.84,$117.34,$119.29,SPY
37116,$119.60,$119.85,$118.81,$119.32,SPY
37117,$120.14,$120.35,$118.80,$119.27,SPY
37118,$119.23,$119.61,$118.08,$118.24,SPY
37119,$117.80,$118.75,$117.00,$118.65,SPY
37120,$117.65,$117.87,$116.01,$116.75,SPY
37123,$116.80,$117.90,$116.55,$117.83,SPY
37124,$117.80,$118.54,$115.80,$115.82,SPY
37125,$116.75,$117.43,$115.78,$117.02,SPY
37126,$116.96,$117.52,$116.49,$116.60,SPY
37127,$117.21,$119.13,$116.74,$119.02,SPY
37130,$118.97,$119.20,$118.26,$118.31,SPY
37131,$118.28,$118.49,$116.58,$116.58,SPY
37132,$117.13,$117.18,$115.17,$115.54,SPY
37133,$114.85,$115.74,$112.04,$113.32,SPY
37134,$113.40,$114.77,$113.13,$114.15,SPY
37138,$113.85,$116.17,$113.37,$113.42,SPY
37139,$113.70,$114.19,$111.95,$113.70,SPY
37140,$112.65,$113.30,$110.77,$110.77,SPY
37141,$110.02,$111.25,$108.63,$108.72,SPY
37144,$107.70,$110.35,$107.70,$110.05,SPY
37151,$101.00,$106.40,$100.00,$104.30,SPY
37152,$104.33,$105.30,$103.36,$104.05,SPY
37153,$104.10,$104.50,$98.56,$101.95,SPY
37154,$100.40,$101.81,$98.56,$98.71,SPY
37155,$94.28,$98.99,$93.80,$97.28,SPY
37158,$99.72,$101.16,$99.06,$100.70,SPY
37159,$100.75,$102.00,$99.90,$101.75,SPY
37160,$102.35,$102.40,$100.43,$101.39,SPY
37161,$101.25,$102.29,$100.00,$102.27,SPY
37162,$102.98,$109.62,$102.50,$104.44,SPY
37165,$103.90,$104.32,$102.83,$104.27,SPY
37166,$104.00,$105.58,$103.65,$105.58,SPY
37167,$104.60,$107.88,$104.35,$107.35,SPY
37168,$108.29,$108.97,$106.75,$107.44,SPY
37169,$107.25,$107.62,$105.52,$107.23,SPY
37172,$106.27,$107.30,$105.87,$106.53,SPY
37173,$106.61,$106.75,$105.60,$105.96,SPY
37174,$105.80,$108.55,$105.52,$108.32,SPY
37175,$108.95,$110.30,$108.95,$110.00,SPY
37176,$109.15,$109.89,$107.30,$109.50,SPY
37179,$108.63,$109.45,$108.06,$109.30,SPY
37180,$109.80,$110.61,$108.95,$109.99,SPY
37181,$111.07,$111.15,$107.65,$107.65,SPY
37182,$107.82,$108.16,$106.75,$107.42,SPY
37183,$107.00,$107.91,$106.01,$107.35,SPY
37186,$107.30,$109.57,$107.21,$109.47,SPY
37187,$109.96,$110.28,$108.38,$108.91,SPY
37188,$108.98,$109.45,$108.22,$108.62,SPY
37189,$107.45,$110.60,$106.74,$110.57,SPY
37190,$109.95,$111.79,$109.67,$110.32,SPY
37193,$110.16,$110.55,$107.45,$107.45,SPY
37194,$107.35,$107.70,$105.56,$106.16,SPY
37195,$106.90,$107.86,$105.80,$105.80,SPY
37196,$106.60,$109.01,$105.70,$108.51,SPY
37197,$108.44,$109.38,$107.87,$109.25,SPY
37200,$110.12,$111.09,$109.95,$110.68,SPY
37201,$110.35,$112.48,$109.85,$112.40,SPY
37202,$111.77,$113.12,$111.64,$112.25,SPY
37203,$112.87,$114.08,$111.90,$112.60,SPY
37204,$112.25,$112.96,$111.44,$112.72,SPY
37207,$111.00,$112.65,$110.00,$112.03,SPY
37208,$113.44,$114.55,$113.18,$114.55,SPY
37209,$115.17,$115.40,$113.71,$114.66,SPY
37210,$114.37,$115.18,$113.93,$114.87,SPY
37211,$115.08,$115.10,$113.40,$114.36,SPY
37214,$114.92,$115.85,$114.45,$115.77,SPY
37215,$115.37,$115.80,$114.64,$114.80,SPY
37216,$114.50,$114.67,$113.51,$114.04,SPY
37218,$114.04,$115.75,$114.00,$115.68,SPY
37221,$115.75,$116.34,$115.07,$115.93,SPY
37222,$115.62,$116.90,$114.09,$115.43,SPY
37223,$114.74,$115.17,$113.25,$113.34,SPY
37224,$113.66,$114.92,$113.00,$114.87,SPY
37225,$114.40,$114.91,$114.02,$114.05,SPY
37228,$113.65,$114.08,$113.01,$113.37,SPY
37229,$113.92,$115.30,$113.35,$115.29,SPY
37230,$115.61,$118.00,$115.56,$117.40,SPY
37231,$117.34,$117.94,$116.93,$117.34,SPY
37232,$116.90,$117.09,$115.70,$116.56,SPY
37235,$115.85,$116.39,$114.35,$114.38,SPY
37236,$114.90,$115.72,$113.90,$114.15,SPY
37237,$114.55,$114.78,$113.11,$114.28,SPY
37238,$113.45,$113.70,$112.04,$112.06,SPY
37239,$112.33,$113.49,$112.00,$113.13,SPY
37242,$112.99,$114.36,$112.90,$114.30,SPY
37243,$114.63,$115.15,$114.34,$114.98,SPY
37244,$114.09,$115.92,$114.00,$115.79,SPY
37245,$115.50,$115.80,$114.55,$114.65,SPY
37246,$115.03,$115.07,$114.20,$114.95,SPY
37249,$114.83,$115.04,$114.61,$114.73,SPY
37251,$114.65,$116.21,$114.65,$115.36,SPY
37252,$115.30,$116.08,$115.25,$116.06,SPY
37253,$116.29,$116.75,$115.92,$116.00,SPY
37256,$116.15,$116.39,$114.23,$114.30,SPY
37258,$115.11,$115.75,$113.81,$115.53,SPY
37259,$115.65,$116.95,$115.54,$116.84,SPY
37260,$117.17,$117.98,$116.55,$117.62,SPY
37263,$117.70,$117.99,$116.56,$116.79,SPY
37264,$116.79,$117.06,$115.97,$116.52,SPY
37265,$116.68,$117.78,$115.34,$115.57,SPY
37266,$115.69,$116.35,$115.30,$116.08,SPY
37267,$116.21,$116.28,$114.70,$114.94,SPY
37270,$114.65,$114.84,$113.96,$114.22,SPY
37271,$114.55,$115.39,$113.90,$115.15,SPY
37272,$114.30,$114.40,$112.69,$112.82,SPY
37273,$113.76,$114.24,$113.40,$113.67,SPY
37274,$113.00,$113.85,$112.67,$113.15,SPY
37278,$113.75,$113.93,$112.02,$112.37,SPY
37279,$112.63,$113.55,$112.02,$113.23,SPY
37280,$113.64,$114.25,$113.32,$113.58,SPY
37281,$113.12,$114.18,$113.04,$113.55,SPY
37284,$113.90,$114.19,$112.92,$113.86,SPY
37285,$113.85,$114.13,$110.05,$110.28,SPY
37286,$110.39,$113.39,$108.40,$111.87,SPY
37287,$112.15,$113.30,$111.62,$113.18,SPY
37288,$113.09,$113.30,$112.17,$112.65,SPY
37291,$112.23,$112.23,$109.44,$109.85,SPY
37292,$109.40,$110.49,$108.53,$109.17,SPY
37293,$109.65,$109.74,$108.06,$108.70,SPY
37294,$108.72,$109.86,$108.00,$108.02,SPY
37295,$108.63,$110.75,$108.30,$110.09,SPY
37298,$110.05,$111.64,$109.82,$111.44,SPY
37299,$110.96,$111.71,$110.03,$111.09,SPY
37300,$111.48,$112.54,$111.35,$112.27,SPY
37301,$112.51,$112.97,$111.59,$112.06,SPY
37302,$112.15,$112.24,$110.71,$110.89,SPY
37306,$110.15,$110.29,$108.61,$108.76,SPY
37307,$109.05,$110.59,$107.82,$110.59,SPY
37308,$109.93,$110.63,$108.26,$108.30,SPY
37309,$108.35,$109.94,$107.87,$109.64,SPY
37312,$109.74,$111.81,$109.70,$111.45,SPY
37313,$111.60,$112.04,$110.57,$111.22,SPY
37314,$111.96,$112.86,$110.65,$111.65,SPY
37315,$111.83,$112.75,$111.03,$111.15,SPY
37316,$111.72,$113.85,$111.51,$113.74,SPY
37319,$113.90,$115.99,$113.65,$115.75,SPY
37320,$115.33,$116.40,$114.97,$115.38,SPY
37321,$115.10,$117.15,$115.07,$116.75,SPY
37322,$117.36,$117.50,$115.57,$116.50,SPY
37323,$117.38,$117.90,$116.48,$116.99,SPY
37326,$116.89,$117.90,$116.43,$117.24,SPY
37327,$116.10,$117.25,$115.94,$117.17,SPY
37328,$116.63,$116.75,$115.64,$116.04,SPY
37329,$116.04,$116.43,$115.63,$115.88,SPY
37330,$115.97,$116.95,$115.90,$116.65,SPY
37333,$117.10,$117.56,$116.10,$116.67,SPY
37334,$117.30,$117.74,$116.82,$117.45,SPY
37335,$116.50,$116.58,$115.19,$115.24,SPY
37336,$115.30,$115.90,$114.12,$115.29,SPY
37337,$115.50,$115.94,$114.70,$115.04,SPY
37340,$115.09,$115.36,$113.30,$113.61,SPY
37341,$113.52,$115.02,$113.47,$114.27,SPY
37342,$114.03,$115.01,$113.76,$114.57,SPY
37343,$114.97,$115.77,$114.50,$114.52,SPY
37347,$114.23,$115.10,$113.50,$114.57,SPY
37348,$113.98,$114.95,$113.77,$113.94,SPY
37349,$114.01,$114.21,$112.16,$113.14,SPY
37350,$112.60,$113.40,$112.23,$112.67,SPY
37351,$113.19,$113.63,$112.18,$112.69,SPY
37354,$111.32,$113.03,$111.23,$112.93,SPY
37355,$113.18,$113.18,$111.93,$112.14,SPY
37356,$112.10,$113.54,$112.09,$113.41,SPY
37357,$112.89,$113.05,$110.50,$110.59,SPY
37358,$111.02,$111.65,$110.04,$111.42,SPY
37361,$111.62,$111.86,$110.20,$110.57,SPY
37362,$111.70,$113.32,$111.67,$113.20,SPY
37363,$113.39,$113.67,$112.60,$112.96,SPY
37364,$112.90,$113.46,$111.15,$112.47,SPY
37365,$113.20,$113.24,$112.56,$112.88,SPY
37368,$112.38,$112.43,$110.84,$111.00,SPY
37369,$111.09,$111.48,$110.17,$110.52,SPY
37370,$110.56,$111.81,$109.40,$109.41,SPY
37371,$109.21,$109.74,$108.72,$109.47,SPY
37372,$109.79,$110.01,$107.29,$107.39,SPY
37375,$107.93,$108.26,$106.63,$106.86,SPY
37376,$107.02,$108.64,$106.64,$107.86,SPY
37377,$107.97,$109.25,$106.80,$109.18,SPY
37378,$109.10,$109.91,$107.78,$108.76,SPY
37379,$108.60,$108.76,$107.20,$107.58,SPY
37382,$107.64,$107.99,$105.31,$105.47,SPY
37383,$106.10,$106.32,$104.90,$105.10,SPY
37384,$107.05,$109.36,$106.79,$109.01,SPY
37385,$108.65,$109.10,$107.58,$107.75,SPY
37386,$107.97,$108.05,$105.60,$105.72,SPY
37389,$106.22,$107.95,$105.79,$107.87,SPY
37390,$109.62,$110.37,$109.00,$110.22,SPY
37391,$109.50,$110.91,$109.29,$109.79,SPY
37392,$109.70,$110.48,$109.33,$110.36,SPY
37393,$110.66,$111.25,$110.10,$110.90,SPY
37396,$110.64,$110.69,$109.49,$109.70,SPY
37397,$110.11,$110.48,$108.32,$108.70,SPY
37398,$108.22,$109.12,$108.00,$108.94,SPY
