intdate,ri,cpi,gdp,inf,unp,dji_open,dji_open_lag30,dji_open_lag90,dji_open_lag365,dji_close,dji_close_lag30,dji_close_lag90,dji_close_lag365,dji_high,dji_high_lag30,dji_high_lag90,dji_high_lag365,dji_low,dji_low_lag30,dji_low_lag90,dji_low_lag365
19710401,f,16.91861765,1156.271,4.29276669,,903.88000000,-18.82000000,,,903.88000000,-18.82000000,,,903.88000000,-18.82000000,,,903.88000000,-18.82000000,,
19710402,f,16.91861765,1156.271,4.29276669,,903.04000000,-24.48000000,,,903.04000000,-24.48000000,,,903.04000000,-24.48000000,,,903.04000000,-24.48000000,,
19710405,f,16.91861765,1156.271,4.29276669,,905.07000000,-36.09000000,,,905.07000000,-36.09000000,,,905.07000000,-36.09000000,,,905.07000000,-36.09000000,,
19710406,f,16.91861765,1156.271,4.29276669,,912.73000000,-42.73000000,,,912.73000000,-42.73000000,,,912.73000000,-42.73000000,,,912.73000000,-42.73000000,,
19710407,f,16.91861765,1156.271,4.29276669,,918.49000000,-42.87000000,,,918.49000000,-42.87000000,,,918.49000000,-42.87000000,,,918.49000000,-42.87000000,,
19710408,f,16.91861765,1156.271,4.29276669,,920.39000000,-38.41000000,,,920.39000000,-38.41000000,,,920.39000000,-38.41000000,,,920.39000000,-38.41000000,,
19710412,f,16.91861765,1156.271,4.29276669,,926.64000000,-47.81000000,,,926.64000000,-47.81000000,,,926.64000000,-47.81000000,,,926.64000000,-47.81000000,,
19710413,f,16.91861765,1156.271,4.29276669,,927.28000000,-44.75000000,,,927.28000000,-44.75000000,,,927.28000000,-44.75000000,,,927.28000000,-44.75000000,,
19710414,f,16.91861765,1156.271,4.29276669,,932.55000000,-49.54000000,,,932.55000000,-49.54000000,,,932.55000000,-49.54000000,,,932.55000000,-49.54000000,,
19710415,f,16.91861765,1156.271,4.29276669,,938.17000000,-55.78000000,,,938.17000000,-55.78000000,,,938.17000000,-55.78000000,,,938.17000000,-55.78000000,,
19710416,f,16.91861765,1156.271,4.29276669,,940.21000000,-48.85000000,,,940.21000000,-48.85000000,,,940.21000000,-48.85000000,,,940.21000000,-48.85000000,,
19710419,f,16.91861765,1156.271,4.29276669,,948.85000000,-50.85000000,,,948.85000000,-50.85000000,,,948.85000000,-50.85000000,,,948.85000000,-50.85000000,,
19710420,f,16.91861765,1156.271,4.29276669,,944.42000000,-45.80000000,,,944.42000000,-45.80000000,,,944.42000000,-45.80000000,,,944.42000000,-45.80000000,,
19710421,f,16.91861765,1156.271,4.29276669,,941.33000000,-42.23000000,,,941.33000000,-42.23000000,,,941.33000000,-42.23000000,,,941.33000000,-42.23000000,,
19710422,f,16.91861765,1156.271,4.29276669,,940.63000000,-44.75000000,,,940.63000000,-44.75000000,,,940.63000000,-44.75000000,,,940.63000000,-44.75000000,,
19710423,f,16.91861765,1156.271,4.29276669,,947.79000000,-48.35000000,,,947.79000000,-48.35000000,,,947.79000000,-48.35000000,,,947.79000000,-48.35000000,,
19710426,f,16.91861765,1156.271,4.29276669,,944.00000000,-45.66000000,,,944.00000000,-45.66000000,,,944.00000000,-45.66000000,,,944.00000000,-45.66000000,,
19710427,f,16.91861765,1156.271,4.29276669,,947.09000000,-38.89000000,,,947.09000000,-38.89000000,,,947.09000000,-38.89000000,,,947.09000000,-38.89000000,,
19710428,f,16.91861765,1156.271,4.29276669,,950.82000000,-36.18000000,,,950.82000000,-36.18000000,,,950.82000000,-36.18000000,,,950.82000000,-36.18000000,,
19710429,f,16.91861765,1156.271,4.29276669,,948.15000000,-34.13000000,,,948.15000000,-34.13000000,,,948.15000000,-34.13000000,,,948.15000000,-34.13000000,,
19710430,f,16.91861765,1156.271,4.29276669,,941.75000000,-24.92000000,,,941.75000000,-24.92000000,,,941.75000000,-24.92000000,,,941.75000000,-24.92000000,,
19710503,f,17.00299978,,4.29276669,,932.41000000,-19.49000000,,,932.41000000,-19.49000000,,,932.41000000,-19.49000000,,,932.41000000,-19.49000000,,
19710504,f,17.00299978,,4.29276669,,938.45000000,-27.85000000,,,938.45000000,-27.85000000,,,938.45000000,-27.85000000,,,938.45000000,-27.85000000,,
19710505,f,17.00299978,,4.29276669,,939.92000000,-31.03000000,,,939.92000000,-31.03000000,,,939.92000000,-31.03000000,,,939.92000000,-31.03000000,,
19710506,f,17.00299978,,4.29276669,,937.39000000,-38.02000000,,,937.39000000,-38.02000000,,,937.39000000,-38.02000000,,,937.39000000,-38.02000000,,
19710507,f,17.00299978,,4.29276669,,936.97000000,-36.16000000,,,936.97000000,-36.16000000,,,936.97000000,-36.16000000,,,936.97000000,-36.16000000,,
19710510,f,17.00299978,,4.29276669,,932.55000000,-29.07000000,,,932.55000000,-29.07000000,,,932.55000000,-29.07000000,,,932.55000000,-29.07000000,,
