intdate,ri,cpi,gdp,inf,unp,dji_open,dji_open_lag30,dji_open_lag90,dji_open_lag365,dji_close,dji_close_lag30,dji_close_lag90,dji_close_lag365,dji_high,dji_high_lag30,dji_high_lag90,dji_high_lag365,dji_low,dji_low_lag30,dji_low_lag90,dji_low_lag365
19740718,t,20.80019577,1560.026,11.0548048,,789.19000000,40.99000000,99.26000000,190.72000000,789.19000000,40.99000000,99.26000000,190.72000000,789.19000000,40.99000000,99.26000000,190.72000000,789.19000000,40.99000000,99.26000000,190.72000000
19740719,t,20.80019577,1560.026,11.0548048,,787.94000000,57.41000000,99.18000000,180.38000000,787.94000000,57.41000000,99.18000000,180.38000000,787.94000000,57.41000000,99.18000000,180.38000000,787.94000000,57.41000000,99.18000000,180.38000000
19740722,t,20.80019577,1560.026,11.0548048,,790.36000000,63.36000000,101.30000000,176.83000000,790.36000000,63.36000000,101.30000000,176.83000000,790.36000000,63.36000000,101.30000000,176.83000000,790.36000000,63.36000000,101.30000000,176.83000000
19740723,t,20.80019577,1560.026,11.0548048,,797.72000000,61.95000000,92.06000000,181.74000000,797.72000000,61.95000000,92.06000000,181.74000000,797.72000000,61.95000000,92.06000000,181.74000000,797.72000000,61.95000000,92.06000000,181.74000000
19740724,t,20.80019577,1560.026,11.0548048,,805.77000000,46.31000000,82.06000000,185.80000000,805.77000000,46.31000000,82.06000000,185.80000000,805.77000000,46.31000000,82.06000000,185.80000000,805.77000000,46.31000000,82.06000000,185.80000000
19740725,t,20.80019577,1560.026,11.0548048,,795.68000000,52.88000000,78.54000000,201.08000000,795.68000000,52.88000000,78.54000000,201.08000000,795.68000000,52.88000000,78.54000000,201.08000000,795.68000000,52.88000000,78.54000000,201.08000000
19740726,t,20.80019577,1560.026,11.0548048,,784.57000000,67.51000000,83.00000000,195.34000000,784.57000000,67.51000000,83.00000000,195.34000000,784.57000000,67.51000000,83.00000000,195.34000000,784.57000000,67.51000000,83.00000000,195.34000000
19740729,t,20.80019577,1560.026,11.0548048,,770.89000000,72.20000000,101.45000000,202.24000000,770.89000000,72.20000000,101.45000000,202.24000000,770.89000000,72.20000000,101.45000000,202.24000000,770.89000000,72.20000000,101.45000000,202.24000000
19740730,t,20.80019577,1560.026,11.0548048,,765.57000000,67.66000000,109.90000000,213.66000000,765.57000000,67.66000000,109.90000000,213.66000000,765.57000000,67.66000000,109.90000000,213.66000000,765.57000000,67.66000000,109.90000000,213.66000000
19740731,t,20.80019577,1560.026,11.0548048,,757.43000000,72.83000000,120.70000000,226.16000000,757.43000000,72.83000000,120.70000000,226.16000000,757.43000000,72.83000000,120.70000000,226.16000000,757.43000000,72.83000000,120.70000000,226.16000000
19740801,t,21.05334217,,11.0548048,,751.10000000,75.01000000,129.92000000,223.24000000,751.10000000,75.01000000,129.92000000,223.24000000,751.10000000,75.01000000,129.92000000,223.24000000,751.10000000,75.01000000,129.92000000,223.24000000
19740802,t,21.05334217,,11.0548048,,752.58000000,68.21000000,131.10000000,219.20000000,752.58000000,68.21000000,131.10000000,219.20000000,752.58000000,68.21000000,131.10000000,219.20000000,752.58000000,68.21000000,131.10000000,219.20000000
19740805,t,21.05334217,,11.0548048,,760.40000000,54.99000000,110.77000000,199.49000000,760.40000000,54.99000000,110.77000000,199.49000000,760.40000000,54.99000000,110.77000000,199.49000000,760.40000000,54.99000000,110.77000000,199.49000000
19740806,t,21.05334217,,11.0548048,,773.78000000,42.55000000,80.57000000,180.01000000,773.78000000,42.55000000,80.57000000,180.01000000,773.78000000,42.55000000,80.57000000,180.01000000,773.78000000,42.55000000,80.57000000,180.01000000
19740807,t,21.05334217,,11.0548048,,797.56000000,31.29000000,49.12000000,150.36000000,797.56000000,31.29000000,49.12000000,150.36000000,797.56000000,31.29000000,49.12000000,150.36000000,797.56000000,31.29000000,49.12000000,150.36000000
19740808,t,21.05334217,,11.0548048,,784.89000000,32.07000000,58.59000000,170.18000000,784.89000000,32.07000000,58.59000000,170.18000000,784.89000000,32.07000000,58.59000000,170.18000000,784.89000000,32.07000000,58.59000000,170.18000000
19740809,t,21.05334217,,11.0548048,,777.30000000,26.36000000,69.31000000,172.35000000,777.30000000,26.36000000,69.31000000,172.35000000,777.30000000,26.36000000,69.31000000,172.35000000,777.30000000,26.36000000,69.31000000,172.35000000
19740812,t,21.05334217,,11.0548048,,767.29000000,35.12000000,90.74000000,194.03000000,767.29000000,35.12000000,90.74000000,194.03000000,767.29000000,35.12000000,90.74000000,194.03000000,767.29000000,35.12000000,90.74000000,194.03000000
19740813,t,21.05334217,,11.0548048,,756.44000000,49.80000000,102.45000000,210.45000000,756.44000000,49.80000000,102.45000000,210.45000000,756.44000000,49.80000000,102.45000000,210.45000000,756.44000000,49.80000000,102.45000000,210.45000000
19740814,t,21.05334217,,11.0548048,,740.54000000,50.14000000,107.00000000,238.46000000,740.54000000,50.14000000,107.00000000,238.46000000,740.54000000,50.14000000,107.00000000,238.46000000,740.54000000,50.14000000,107.00000000,238.46000000
19740815,t,21.05334217,,11.0548048,,737.88000000,54.99000000,102.08000000,242.10000000,737.88000000,54.99000000,102.08000000,242.10000000,737.88000000,54.99000000,102.08000000,242.10000000,737.88000000,54.99000000,102.08000000,242.10000000
19740816,t,21.05334217,,11.0548048,,731.54000000,60.23000000,115.30000000,244.90000000,731.54000000,60.23000000,115.30000000,244.90000000,731.54000000,60.23000000,115.30000000,244.90000000,731.54000000,60.23000000,115.30000000,244.90000000
19740819,t,21.05334217,,11.0548048,,721.84000000,48.73000000,121.87000000,250.39000000,721.84000000,48.73000000,121.87000000,250.39000000,721.84000000,48.73000000,121.87000000,250.39000000,721.84000000,48.73000000,121.87000000,250.39000000
19740820,t,21.05334217,,11.0548048,,726.85000000,45.44000000,117.96000000,242.90000000,726.85000000,45.44000000,117.96000000,242.90000000,726.85000000,45.44000000,117.96000000,242.90000000,726.85000000,45.44000000,117.96000000,242.90000000
19740821,t,21.05334217,,11.0548048,,711.59000000,50.53000000,132.20000000,264.48000000,711.59000000,50.53000000,132.20000000,264.48000000,711.59000000,50.53000000,132.20000000,264.48000000,711.59000000,50.53000000,132.20000000,264.48000000
19740822,t,21.05334217,,11.0548048,,704.63000000,54.99000000,156.60000000,274.22000000,704.63000000,54.99000000,156.60000000,274.22000000,704.63000000,54.99000000,156.60000000,274.22000000,704.63000000,54.99000000,156.60000000,274.22000000
19740823,t,21.05334217,,11.0548048,,686.80000000,100.43000000,180.61000000,283.02000000,686.80000000,100.43000000,180.61000000,283.02000000,686.80000000,100.43000000,180.61000000,283.02000000,686.80000000,100.43000000,180.61000000,283.02000000
19740826,t,21.05334217,,11.0548048,,688.13000000,98.48000000,181.79000000,274.92000000,688.13000000,98.48000000,181.79000000,274.92000000,688.13000000,98.48000000,181.79000000,274.92000000,688.13000000,98.48000000,181.79000000,274.92000000
19740827,t,21.05334217,,11.0548048,,671.54000000,104.43000000,188.36000000,280.52000000,671.54000000,104.43000000,188.36000000,280.52000000,671.54000000,104.43000000,188.36000000,280.52000000,671.54000000,104.43000000,188.36000000,280.52000000
19740828,t,21.05334217,,11.0548048,,666.61000000,118.36000000,191.96000000,282.82000000,666.61000000,118.36000000,191.96000000,282.82000000,666.61000000,118.36000000,191.96000000,282.82000000,666.61000000,118.36000000,191.96000000,282.82000000
19740829,t,21.05334217,,11.0548048,,656.84000000,132.35000000,189.14000000,281.53000000,656.84000000,132.35000000,189.14000000,281.53000000,656.84000000,132.35000000,189.14000000,281.53000000,656.84000000,132.35000000,189.14000000,281.53000000
19740830,t,21.05334217,,11.0548048,,678.58000000,109.36000000,153.79000000,246.62000000,678.58000000,109.36000000,153.79000000,246.62000000,678.58000000,109.36000000,153.79000000,246.62000000,678.58000000,109.36000000,153.79000000,246.62000000
19740903,t,21.34867963,,11.0548048,,663.33000000,127.03000000,164.35000000,259.38000000,663.33000000,127.03000000,164.35000000,259.38000000,663.33000000,127.03000000,164.35000000,259.38000000,663.33000000,127.03000000,164.35000000,259.38000000
19740904,t,21.34867963,,11.0548048,,648.00000000,149.72000000,186.64000000,279.90000000,648.00000000,149.72000000,186.64000000,279.90000000,648.00000000,149.72000000,186.64000000,279.90000000,648.00000000,149.72000000,186.64000000,279.90000000
19740905,t,21.34867963,,11.0548048,,670.76000000,135.01000000,164.66000000,274.15000000,670.76000000,135.01000000,164.66000000,274.15000000,670.76000000,135.01000000,164.66000000,274.15000000,670.76000000,135.01000000,164.66000000,274.15000000
19740906,t,21.34867963,,11.0548048,,677.88000000,117.80000000,158.87000000,270.12000000,677.88000000,117.80000000,158.87000000,270.12000000,677.88000000,117.80000000,158.87000000,270.12000000,677.88000000,117.80000000,158.87000000,270.12000000
19740909,t,21.34867963,,11.0548048,,662.94000000,121.63000000,190.94000000,296.20000000,662.94000000,121.63000000,190.94000000,296.20000000,662.94000000,121.63000000,190.94000000,296.20000000,662.94000000,121.63000000,190.94000000,296.20000000
19740910,t,21.34867963,,11.0548048,,658.17000000,112.72000000,192.89000000,292.84000000,658.17000000,112.72000000,192.89000000,292.84000000,658.17000000,112.72000000,192.89000000,292.84000000,658.17000000,112.72000000,192.89000000,292.84000000
19740911,t,21.34867963,,11.0548048,,654.72000000,110.85000000,191.18000000,281.46000000,654.72000000,110.85000000,191.18000000,281.46000000,654.72000000,110.85000000,191.18000000,281.46000000,654.72000000,110.85000000,191.18000000,281.46000000
19740912,t,21.34867963,,11.0548048,,641.74000000,115.69000000,203.14000000,286.01000000,641.74000000,115.69000000,203.14000000,286.01000000,641.74000000,115.69000000,203.14000000,286.01000000,641.74000000,115.69000000,203.14000000,286.01000000
19740913,t,21.34867963,,11.0548048,,627.19000000,123.91000000,219.96000000,297.86000000,627.19000000,123.91000000,219.96000000,297.86000000,627.19000000,123.91000000,219.96000000,297.86000000,627.19000000,123.91000000,219.96000000,297.86000000
19740916,t,21.34867963,,11.0548048,,639.79000000,112.79000000,211.20000000,283.67000000,639.79000000,112.79000000,211.20000000,283.67000000,639.79000000,112.79000000,211.20000000,283.67000000,639.79000000,112.79000000,211.20000000,283.67000000
19740917,t,21.34867963,,11.0548048,,648.78000000,111.62000000,216.99000000,282.29000000,648.78000000,111.62000000,216.99000000,282.29000000,648.78000000,111.62000000,216.99000000,282.29000000,648.78000000,111.62000000,216.99000000,282.29000000
19740918,t,21.34867963,,11.0548048,,651.91000000,121.87000000,198.53000000,295.64000000,651.91000000,121.87000000,198.53000000,295.64000000,651.91000000,121.87000000,198.53000000,295.64000000,651.91000000,121.87000000,198.53000000,295.64000000
19740919,t,21.34867963,,11.0548048,,674.05000000,123.51000000,171.54000000,286.44000000,674.05000000,123.51000000,171.54000000,286.44000000,674.05000000,123.51000000,171.54000000,286.44000000,674.05000000,123.51000000,171.54000000,286.44000000
19740920,t,21.34867963,,11.0548048,,670.76000000,114.13000000,177.10000000,296.65000000,670.76000000,114.13000000,177.10000000,296.65000000,670.76000000,114.13000000,177.10000000,296.65000000,670.76000000,114.13000000,177.10000000,296.65000000
19740923,t,21.34867963,,11.0548048,,663.72000000,113.58000000,182.34000000,300.31000000,663.72000000,113.58000000,182.34000000,300.31000000,663.72000000,113.58000000,182.34000000,300.31000000,663.72000000,113.58000000,182.34000000,300.31000000
19740924,t,21.34867963,,11.0548048,,654.10000000,113.19000000,181.24000000,305.26000000,654.10000000,113.19000000,181.24000000,305.26000000,654.10000000,113.19000000,181.24000000,305.26000000,654.10000000,113.19000000,181.24000000,305.26000000
19740925,t,21.34867963,,11.0548048,,649.95000000,106.49000000,168.89000000,306.78000000,649.95000000,106.49000000,168.89000000,306.78000000,649.95000000,106.49000000,168.89000000,306.78000000,649.95000000,106.49000000,168.89000000,306.78000000
19740926,t,21.34867963,,11.0548048,,637.98000000,102.56000000,174.44000000,315.44000000,637.98000000,102.56000000,174.44000000,315.44000000,637.98000000,102.56000000,174.44000000,315.44000000,637.98000000,102.56000000,174.44000000,315.44000000
19740927,t,21.34867963,,11.0548048,,621.95000000,115.93000000,187.58000000,336.36000000,621.95000000,115.93000000,187.58000000,336.36000000,621.95000000,115.93000000,187.58000000,336.36000000,621.95000000,115.93000000,187.58000000,336.36000000
19740930,t,21.34867963,,11.0548048,,607.87000000,123.67000000,194.70000000,355.33000000,607.87000000,123.67000000,194.70000000,355.33000000,607.87000000,123.67000000,194.70000000,355.33000000,607.87000000,123.67000000,194.70000000,355.33000000
19741001,t,21.5174439,1599.679,11.0548048,,604.82000000,117.02000000,200.41000000,350.55000000,604.82000000,117.02000000,200.41000000,350.55000000,604.82000000,117.02000000,200.41000000,350.55000000,604.82000000,117.02000000,200.41000000,350.55000000
19741002,t,21.5174439,1599.679,11.0548048,,601.53000000,125.32000000,215.12000000,339.24000000,601.53000000,125.32000000,215.12000000,339.24000000,601.53000000,125.32000000,215.12000000,339.24000000,601.53000000,125.32000000,215.12000000,339.24000000
19741003,t,21.5174439,1599.679,11.0548048,,587.61000000,123.98000000,226.69000000,342.93000000,587.61000000,123.98000000,226.69000000,342.93000000,587.61000000,123.98000000,226.69000000,342.93000000,587.61000000,123.98000000,226.69000000,342.93000000
19741004,t,21.5174439,1599.679,11.0548048,,584.56000000,120.07000000,210.81000000,353.20000000,584.56000000,120.07000000,210.81000000,353.20000000,584.56000000,120.07000000,210.81000000,353.20000000,584.56000000,120.07000000,210.81000000,353.20000000
19741007,t,21.5174439,1599.679,11.0548048,,607.56000000,79.24000000,196.02000000,314.63000000,607.56000000,79.24000000,196.02000000,314.63000000,607.56000000,79.24000000,196.02000000,314.63000000,607.56000000,79.24000000,196.02000000,314.63000000
19741008,t,21.5174439,1599.679,11.0548048,,602.63000000,85.50000000,199.54000000,318.80000000,602.63000000,85.50000000,199.54000000,318.80000000,602.63000000,85.50000000,199.54000000,318.80000000,602.63000000,85.50000000,199.54000000,318.80000000
19741009,t,21.5174439,1599.679,11.0548048,,631.02000000,40.52000000,190.24000000,290.19000000,631.02000000,40.52000000,190.24000000,290.19000000,631.02000000,40.52000000,190.24000000,290.19000000,631.02000000,40.52000000,190.24000000,290.19000000
19741010,t,21.5174439,1599.679,11.0548048,,648.08000000,18.53000000,180.61000000,284.26000000,648.08000000,18.53000000,180.61000000,284.26000000,648.08000000,18.53000000,180.61000000,284.26000000,648.08000000,18.53000000,180.61000000,284.26000000
19741011,t,21.5174439,1599.679,11.0548048,,658.17000000,-1.33000000,172.01000000,287.50000000,658.17000000,-1.33000000,172.01000000,287.50000000,658.17000000,-1.33000000,172.01000000,287.50000000,658.17000000,-1.33000000,172.01000000,287.50000000
19741014,t,21.5174439,1599.679,11.0548048,,673.50000000,5.08000000,171.85000000,280.37000000,673.50000000,5.08000000,171.85000000,280.37000000,673.50000000,5.08000000,171.85000000,280.37000000,673.50000000,5.08000000,171.85000000,280.37000000
19741015,t,21.5174439,1599.679,11.0548048,,658.40000000,4.93000000,195.32000000,292.31000000,658.40000000,4.93000000,195.32000000,292.31000000,658.40000000,4.93000000,195.32000000,292.31000000,658.40000000,4.93000000,195.32000000,292.31000000
19741016,t,21.5174439,1599.679,11.0548048,,642.29000000,5.71000000,217.38000000,314.29000000,642.29000000,5.71000000,217.38000000,314.29000000,642.29000000,5.71000000,217.38000000,314.29000000,642.29000000,5.71000000,217.38000000,314.29000000
19741017,t,21.5174439,1599.679,11.0548048,,651.44000000,19.32000000,200.64000000,297.61000000,651.44000000,19.32000000,200.64000000,297.61000000,651.44000000,19.32000000,200.64000000,297.61000000,651.44000000,19.32000000,200.64000000,297.61000000
19741018,t,21.5174439,1599.679,11.0548048,,654.88000000,23.00000000,193.68000000,284.46000000,654.88000000,23.00000000,193.68000000,284.46000000,654.88000000,23.00000000,193.68000000,284.46000000,654.88000000,23.00000000,193.68000000,284.46000000
19741021,t,21.5174439,1599.679,11.0548048,,669.82000000,-6.88000000,182.26000000,258.16000000,669.82000000,-6.88000000,182.26000000,258.16000000,669.82000000,-6.88000000,182.26000000,258.16000000,669.82000000,-6.88000000,182.26000000,258.16000000
19741022,t,21.5174439,1599.679,11.0548048,,662.86000000,-4.69000000,180.23000000,246.83000000,662.86000000,-4.69000000,180.23000000,246.83000000,662.86000000,-4.69000000,180.23000000,246.83000000,662.86000000,-4.69000000,180.23000000,246.83000000
19741023,t,21.5174439,1599.679,11.0548048,,645.03000000,9.69000000,188.20000000,272.41000000,645.03000000,9.69000000,188.20000000,272.41000000,645.03000000,9.69000000,188.20000000,272.41000000,645.03000000,9.69000000,188.20000000,272.41000000
19741024,t,21.5174439,1599.679,11.0548048,,636.26000000,5.48000000,194.00000000,280.88000000,636.26000000,5.48000000,194.00000000,280.88000000,636.26000000,5.48000000,194.00000000,280.88000000,636.26000000,5.48000000,194.00000000,280.88000000
19741025,t,21.5174439,1599.679,11.0548048,,636.19000000,-9.00000000,189.92000000,275.53000000,636.19000000,-9.00000000,189.92000000,275.53000000,636.19000000,-9.00000000,189.92000000,275.53000000,636.19000000,-9.00000000,189.92000000,275.53000000
19741028,t,21.5174439,1599.679,11.0548048,,633.84000000,5.95000000,186.95000000,261.33000000,633.84000000,5.95000000,186.95000000,261.33000000,633.84000000,5.95000000,186.95000000,261.33000000,633.84000000,5.95000000,186.95000000,261.33000000
19741029,t,21.5174439,1599.679,11.0548048,,659.34000000,-10.56000000,156.05000000,227.17000000,659.34000000,-10.56000000,156.05000000,227.17000000,659.34000000,-10.56000000,156.05000000,227.17000000,659.34000000,-10.56000000,156.05000000,227.17000000
19741030,t,21.5174439,1599.679,11.0548048,,673.03000000,-21.12000000,143.30000000,219.43000000,673.03000000,-21.12000000,143.30000000,219.43000000,673.03000000,-21.12000000,143.30000000,219.43000000,673.03000000,-21.12000000,143.30000000,219.43000000
19741031,t,21.5174439,1599.679,11.0548048,,665.52000000,8.53000000,163.33000000,229.50000000,665.52000000,8.53000000,163.33000000,229.50000000,665.52000000,8.53000000,163.33000000,229.50000000,665.52000000,8.53000000,163.33000000,229.50000000
19741101,t,21.72839923,,11.0548048,,665.28000000,5.48000000,151.68000000,259.16000000,665.28000000,5.48000000,151.68000000,259.16000000,665.28000000,5.48000000,151.68000000,259.16000000,665.28000000,5.48000000,151.68000000,259.16000000
19741104,t,21.72839923,,11.0548048,,657.23000000,6.49000000,146.43000000,273.61000000,657.23000000,6.49000000,146.43000000,273.61000000,657.23000000,6.49000000,146.43000000,273.61000000,657.23000000,6.49000000,146.43000000,273.61000000
19741105,t,21.72839923,,11.0548048,,674.75000000,-20.65000000,127.66000000,250.82000000,674.75000000,-20.65000000,127.66000000,250.82000000,674.75000000,-20.65000000,127.66000000,250.82000000,674.75000000,-20.65000000,127.66000000,250.82000000
19741106,t,21.72839923,,11.0548048,,669.12000000,-19.17000000,137.12000000,239.75000000,669.12000000,-19.17000000,137.12000000,239.75000000,669.12000000,-19.17000000,137.12000000,239.75000000,669.12000000,-19.17000000,137.12000000,239.75000000
19741107,t,21.72839923,,11.0548048,,671.93000000,-33.95000000,118.75000000,229.48000000,671.93000000,-33.95000000,118.75000000,229.48000000,671.93000000,-33.95000000,118.75000000,229.48000000,671.93000000,-33.95000000,118.75000000,229.48000000
19741108,t,21.72839923,,11.0548048,,667.16000000,-45.21000000,125.71000000,226.80000000,667.16000000,-45.21000000,125.71000000,226.80000000,667.16000000,-45.21000000,125.71000000,226.80000000,667.16000000,-45.21000000,125.71000000,226.80000000
19741111,t,21.72839923,,11.0548048,,672.64000000,-64.77000000,119.13000000,213.27000000,672.64000000,-64.77000000,119.13000000,213.27000000,672.64000000,-64.77000000,119.13000000,213.27000000,672.64000000,-64.77000000,119.13000000,213.27000000
19741112,t,21.72839923,,11.0548048,,659.18000000,-54.36000000,111.39000000,241.63000000,659.18000000,-54.36000000,111.39000000,241.63000000,659.18000000,-54.36000000,111.39000000,241.63000000,659.18000000,-54.36000000,111.39000000,241.63000000
19741113,t,21.72839923,,11.0548048,,659.18000000,-57.65000000,113.11000000,239.00000000,659.18000000,-57.65000000,113.11000000,239.00000000,659.18000000,-57.65000000,113.11000000,239.00000000,659.18000000,-57.65000000,113.11000000,239.00000000
19741114,t,21.72839923,,11.0548048,,658.40000000,-70.79000000,103.72000000,251.22000000,658.40000000,-70.79000000,103.72000000,251.22000000,658.40000000,-70.79000000,103.72000000,251.22000000,658.40000000,-70.79000000,103.72000000,251.22000000
19741115,t,21.72839923,,11.0548048,,647.61000000,-63.05000000,112.01000000,272.39000000,647.61000000,-63.05000000,112.01000000,272.39000000,647.61000000,-63.05000000,112.01000000,272.39000000,647.61000000,-63.05000000,112.01000000,272.39000000
19741118,t,21.72839923,,11.0548048,,624.92000000,-17.36000000,162.31000000,290.19000000,624.92000000,-17.36000000,162.31000000,290.19000000,624.92000000,-17.36000000,162.31000000,290.19000000,624.92000000,-17.36000000,162.31000000,290.19000000
19741119,t,21.72839923,,11.0548048,,614.05000000,-11.42000000,172.56000000,312.95000000,614.05000000,-11.42000000,172.56000000,312.95000000,614.05000000,-11.42000000,172.56000000,312.95000000,614.05000000,-11.42000000,172.56000000,312.95000000
19741120,t,21.72839923,,11.0548048,,609.59000000,21.43000000,166.38000000,305.90000000,609.59000000,21.43000000,166.38000000,305.90000000,609.59000000,21.43000000,166.38000000,305.90000000,609.59000000,21.43000000,166.38000000,305.90000000
19741121,t,21.72839923,,11.0548048,,608.57000000,39.51000000,176.40000000,294.35000000,608.57000000,39.51000000,176.40000000,294.35000000,608.57000000,39.51000000,176.40000000,294.35000000,608.57000000,39.51000000,176.40000000,294.35000000
19741122,t,21.72839923,,11.0548048,,615.30000000,42.87000000,173.89000000,273.25000000,615.30000000,42.87000000,173.89000000,273.25000000,615.30000000,42.87000000,173.89000000,273.25000000,615.30000000,42.87000000,173.89000000,273.25000000
19741125,t,21.72839923,,11.0548048,,611.94000000,61.56000000,176.00000000,263.14000000,611.94000000,61.56000000,176.00000000,263.14000000,611.94000000,61.56000000,176.00000000,263.14000000,611.94000000,61.56000000,176.00000000,263.14000000
19741126,t,21.72839923,,11.0548048,,617.26000000,41.14000000,173.10000000,264.29000000,617.26000000,41.14000000,173.10000000,264.29000000,617.26000000,41.14000000,173.10000000,264.29000000,617.26000000,41.14000000,173.10000000,264.29000000
19741127,t,21.72839923,,11.0548048,,619.29000000,23.00000000,178.43000000,265.42000000,619.29000000,23.00000000,178.43000000,265.42000000,619.29000000,23.00000000,178.43000000,265.42000000,619.29000000,23.00000000,178.43000000,265.42000000
19741129,t,21.72839923,,11.0548048,,618.66000000,32.78000000,187.11000000,254.99000000,618.66000000,32.78000000,187.11000000,254.99000000,618.66000000,32.78000000,187.11000000,254.99000000,618.66000000,32.78000000,187.11000000,254.99000000
19741202,t,21.89716349,,11.0548048,,603.02000000,51.86000000,192.66000000,276.80000000,603.02000000,51.86000000,192.66000000,276.80000000,603.02000000,51.86000000,192.66000000,276.80000000,603.02000000,51.86000000,192.66000000,276.80000000
19741203,t,21.89716349,,11.0548048,,596.61000000,73.21000000,187.96000000,272.52000000,596.61000000,73.21000000,187.96000000,272.52000000,596.61000000,73.21000000,187.96000000,272.52000000,596.61000000,73.21000000,187.96000000,272.52000000
19741204,t,21.89716349,,11.0548048,,598.64000000,64.22000000,172.25000000,280.80000000,598.64000000,64.22000000,172.25000000,280.80000000,598.64000000,64.22000000,172.25000000,280.80000000,598.64000000,64.22000000,172.25000000,280.80000000
19741205,t,21.89716349,,11.0548048,,587.06000000,57.97000000,178.51000000,297.57000000,587.06000000,57.97000000,178.51000000,297.57000000,587.06000000,57.97000000,178.51000000,297.57000000,587.06000000,57.97000000,178.51000000,297.57000000
19741206,t,21.89716349,,11.0548048,,577.60000000,58.66000000,179.83000000,317.04000000,577.60000000,58.66000000,179.83000000,317.04000000,577.60000000,58.66000000,179.83000000,317.04000000,577.60000000,58.66000000,179.83000000,317.04000000
19741209,t,21.89716349,,11.0548048,,579.94000000,56.25000000,171.16000000,311.77000000,579.94000000,56.25000000,171.16000000,311.77000000,579.94000000,56.25000000,171.16000000,311.77000000,579.94000000,56.25000000,171.16000000,311.77000000
19741210,t,21.89716349,,11.0548048,,593.87000000,39.97000000,158.71000000,286.70000000,593.87000000,39.97000000,158.71000000,286.70000000,593.87000000,39.97000000,158.71000000,286.70000000,593.87000000,39.97000000,158.71000000,286.70000000
19741211,t,21.89716349,,11.0548048,,595.35000000,63.99000000,165.05000000,278.82000000,595.35000000,63.99000000,165.05000000,278.82000000,595.35000000,63.99000000,165.05000000,278.82000000,595.35000000,63.99000000,165.05000000,278.82000000
19741212,t,21.89716349,,11.0548048,,596.37000000,76.66000000,177.41000000,277.95000000,596.37000000,76.66000000,177.41000000,277.95000000,596.37000000,76.66000000,177.41000000,277.95000000,596.37000000,76.66000000,177.41000000,277.95000000
19760810,f,24.17548108,,5.74481264,,993.43000000,3.95000000,0.67000000,-240.30000000,993.43000000,3.95000000,0.67000000,-240.30000000,993.43000000,3.95000000,0.67000000,-240.30000000,993.43000000,3.95000000,0.67000000,-240.30000000
19741213,t,21.89716349,,11.0548048,,592.77000000,72.75000000,204.79000000,277.34000000,592.77000000,72.75000000,204.79000000,277.34000000,592.77000000,72.75000000,204.79000000,277.34000000,592.77000000,72.75000000,204.79000000,277.34000000
19741216,t,21.89716349,,11.0548048,,586.83000000,78.45000000,198.06000000,290.43000000,586.83000000,78.45000000,198.06000000,290.43000000,586.83000000,78.45000000,198.06000000,290.43000000,586.83000000,78.45000000,198.06000000,290.43000000
19741217,t,21.89716349,,11.0548048,,597.54000000,59.69000000,179.76000000,290.78000000,597.54000000,59.69000000,179.76000000,290.78000000,597.54000000,59.69000000,179.76000000,290.78000000,597.54000000,59.69000000,179.76000000,290.78000000
19741218,t,21.89716349,,11.0548048,,603.49000000,71.26000000,163.80000000,304.70000000,603.49000000,71.26000000,163.80000000,304.70000000,603.49000000,71.26000000,163.80000000,304.70000000,603.49000000,71.26000000,163.80000000,304.70000000
19741219,t,21.89716349,,11.0548048,,604.43000000,64.69000000,152.01000000,297.51000000,604.43000000,64.69000000,152.01000000,297.51000000,604.43000000,64.69000000,152.01000000,297.51000000,604.43000000,64.69000000,152.01000000,297.51000000
19741220,t,21.89716349,,11.0548048,,598.48000000,73.45000000,142.06000000,287.51000000,598.48000000,73.45000000,142.06000000,287.51000000,598.48000000,73.45000000,142.06000000,287.51000000,598.48000000,73.45000000,142.06000000,287.51000000
19741223,t,21.89716349,,11.0548048,,589.64000000,77.52000000,148.24000000,307.94000000,589.64000000,77.52000000,148.24000000,307.94000000,589.64000000,77.52000000,148.24000000,307.94000000,589.64000000,77.52000000,148.24000000,307.94000000
19741224,t,21.89716349,,11.0548048,,598.40000000,74.24000000,133.14000000,299.63000000,598.40000000,74.24000000,133.14000000,299.63000000,598.40000000,74.24000000,133.14000000,299.63000000,598.40000000,74.24000000,133.14000000,299.63000000
19741226,t,21.89716349,,11.0548048,,604.74000000,54.44000000,117.10000000,300.66000000,604.74000000,54.44000000,117.10000000,300.66000000,604.74000000,54.44000000,117.10000000,300.66000000,604.74000000,54.44000000,117.10000000,300.66000000
19741227,t,21.89716349,,11.0548048,,602.16000000,57.02000000,124.69000000,304.52000000,602.16000000,57.02000000,124.69000000,304.52000000,602.16000000,57.02000000,124.69000000,304.52000000,602.16000000,57.02000000,124.69000000,304.52000000
19741230,t,21.89716349,,11.0548048,,603.25000000,55.15000000,108.34000000,307.65000000,603.25000000,55.15000000,108.34000000,307.65000000,603.25000000,55.15000000,108.34000000,307.65000000,603.25000000,55.15000000,108.34000000,307.65000000
19741231,t,21.89716349,,11.0548048,,616.24000000,31.37000000,88.39000000,296.91000000,616.24000000,31.37000000,88.39000000,296.91000000,616.24000000,31.37000000,88.39000000,296.91000000,616.24000000,31.37000000,88.39000000,296.91000000
