DATE,DEUCPIALLMINMEI,country
21916,22.96373215,DE
21947,22.8332564,DE
21976,22.8332564,DE
22007,22.96373215,DE
22037,23.02897002,DE
22068,23.02897002,DE
22098,23.02897002,DE
22129,23.02897002,DE
22160,22.96373215,DE
22190,23.02897002,DE
22221,23.0942079,DE
22251,23.0942079,DE
22282,23.28992152,DE
22313,23.28992152,DE
22341,23.28992152,DE
22372,23.28992152,DE
22402,23.48563515,DE
22433,23.6161109,DE
22463,23.6161109,DE
22494,23.6161109,DE
22525,23.6161109,DE
22555,23.6161109,DE
22586,23.74658665,DE
22616,23.74658665,DE
22647,24.00753815,DE
22678,24.07277603,DE
22706,24.13801391,DE
22737,24.20325178,DE
22767,24.20325178,DE
22798,24.20325178,DE
22828,24.26848966,DE
22859,24.13801391,DE
22890,24.13801391,DE
22920,24.20325178,DE
22951,24.26848966,DE
22981,24.39896541,DE
23012,24.72515478,DE
23043,24.92086841,DE
23071,24.92086841,DE
23102,24.98610629,DE
23132,24.92086841,DE
23163,24.79039266,DE
23193,24.79039266,DE
23224,24.72515478,DE
23255,24.79039266,DE
23285,24.98610629,DE
23316,25.05134416,DE
23346,25.24705779,DE
23377,25.37753354,DE
23408,25.44277141,DE
23437,25.44277141,DE
23468,25.44277141,DE
23498,25.44277141,DE
23529,25.37753354,DE
23559,25.44277141,DE
23590,25.44277141,DE
23621,25.44277141,DE
23651,25.50800929,DE
23682,25.63848504,DE
23712,25.83419867,DE
23743,25.89943654,DE
23774,25.89943654,DE
23802,26.02991229,DE
23833,26.09515017,DE
23863,26.16038804,DE
23894,26.35610167,DE
23924,26.42133954,DE
23955,26.42133954,DE
23986,26.42133954,DE
24016,26.5518153,DE
24047,26.68229105,DE
24077,26.8127668,DE
24108,26.94324255,DE
24139,27.00848042,DE
24167,27.0737183,DE
24198,27.26943193,DE
24228,27.26943193,DE
24259,27.26943193,DE
24289,27.26943193,DE
24320,27.20419405,DE
24351,27.20419405,DE
24381,27.26943193,DE
24412,27.53038343,DE
24442,27.5956213,DE
24473,27.66085918,DE
24504,27.66085918,DE
24532,27.72609705,DE
24563,27.72609705,DE
24593,27.79133493,DE
24624,27.79133493,DE
24654,27.79133493,DE
24685,27.66085918,DE
24716,27.66085918,DE
24746,27.72609705,DE
24777,27.79133493,DE
24807,27.79133493,DE
24838,28.05228643,DE
24869,28.11752431,DE
24898,28.11752431,DE
24929,28.11752431,DE
24959,28.11752431,DE
24990,28.11752431,DE
25020,28.11752431,DE
25051,28.05228643,DE
25082,28.05228643,DE
25112,28.11752431,DE
25143,28.31323793,DE
25173,28.37847581,DE
25204,28.44371368,DE
25235,28.57418943,DE
25263,28.63942731,DE
25294,28.63942731,DE
25324,28.70466518,DE
25355,28.70466518,DE
25385,28.70466518,DE
25416,28.63942731,DE
25447,28.63942731,DE
25477,28.70466518,DE
25508,28.76990306,DE
25538,28.96561669,DE
25569,29.29180606,DE
25600,29.35704394,DE
25628,29.48751969,DE
25659,29.61799544,DE
25689,29.61799544,DE
25720,29.68323332,DE
25750,29.68323332,DE
25781,29.68323332,DE
25812,29.68323332,DE
25842,29.81370907,DE
25873,29.94418482,DE
25903,30.13989844,DE
25934,30.46608782,DE
25965,30.72703932,DE
25993,30.85751507,DE
26024,31.0532287,DE
26054,31.11846658,DE
26085,31.24894233,DE
26115,31.37941808,DE
26146,31.37941808,DE
26177,31.44465595,DE
26207,31.5751317,DE
26238,31.64036958,DE
26268,31.77084533,DE
26299,32.16227258,DE
26330,32.29274833,DE
26359,32.48846196,DE
26390,32.61893771,DE
26420,32.61893771,DE
26451,32.74941346,DE
26481,33.01036496,DE
26512,33.01036496,DE
26543,33.33655434,DE
26573,33.46703009,DE
26604,33.66274372,DE
26634,33.79321947,DE
26665,34.18464672,DE
26696,34.38036035,DE
26724,34.64131185,DE
26755,34.83702547,DE
26785,35.09797698,DE
26816,35.2936906,DE
26846,35.42416635,DE
26877,35.42416635,DE
26908,35.42416635,DE
26938,35.68511785,DE
26969,36.14178298,DE
26999,36.46797236,DE
27030,36.72892386,DE
27061,37.05511324,DE
27089,37.12035111,DE
27120,37.38130262,DE
27150,37.57701624,DE
27181,37.70749199,DE
27211,37.83796774,DE
27242,37.90320562,DE
27273,37.96844349,DE
27303,38.229395,DE
27334,38.4903465,DE
27364,38.55558437,DE
27395,38.94701163,DE
27426,39.14272525,DE
27454,39.33843888,DE
27485,39.66462826,DE
27515,39.86034188,DE
27546,40.18653126,DE
27576,40.18653126,DE
27607,40.12129338,DE
27638,40.31700701,DE
27668,40.38224488,DE
27699,40.51272064,DE
27729,40.64319639,DE
27760,40.96938576,DE
27791,41.23033727,DE
27820,41.36081302,DE
27851,41.55652664,DE
27881,41.62176452,DE
27912,41.68700239,DE
27942,41.62176452,DE
27973,41.75224027,DE
28004,41.81747814,DE
28034,41.88271602,DE
28065,42.01319177,DE
28095,42.14366752,DE
28126,42.60033265,DE
28157,42.79604628,DE
28185,42.86128415,DE
28216,43.05699778,DE
28246,43.18747353,DE
28277,43.38318715,DE
28307,43.31794928,DE
28338,43.31794928,DE
28369,43.38318715,DE
28399,43.38318715,DE
28430,43.44842503,DE
28460,43.57890078,DE
28491,43.90509016,DE
28522,44.03556591,DE
28550,44.16604166,DE
28581,44.36175529,DE
28611,44.42699316,DE
28642,44.55746891,DE
28672,44.49223104,DE
28703,44.42699316,DE
28734,44.36175529,DE
28764,44.42699316,DE
28795,44.55746891,DE
28825,44.68794466,DE
28856,45.14460979,DE
28887,45.27508554,DE
28915,45.53603704,DE
28946,45.73175067,DE
28976,45.86222642,DE
29007,46.12317792,DE
29037,46.38412942,DE
29068,46.4493673,DE
29099,46.64508092,DE
29129,46.7103188,DE
29160,46.9712703,DE
29190,47.10174605,DE
29221,47.36269755,DE
29252,47.94983843,DE
29281,48.14555206,DE
29312,48.40650356,DE
29342,48.66745506,DE
29373,48.79793081,DE
29403,48.86316869,DE
29434,48.92840656,DE
29465,48.92840656,DE
29495,48.99364444,DE
29526,49.31983382,DE
29556,49.71126107,DE
29587,50.1679262,DE
29618,50.55935345,DE
29646,50.9507807,DE
29677,51.2117322,DE
29707,51.47268371,DE
29738,51.66839733,DE
29768,51.99458671,DE
29799,52.12506246,DE
29830,52.38601396,DE
29860,52.64696546,DE
29891,52.90791697,DE
29921,53.03839272,DE
29952,53.49505784,DE
29983,53.56029572,DE
30011,53.56029572,DE
30042,53.75600935,DE
30072,54.1474366,DE
30103,54.73457748,DE
30133,54.79981535,DE
30164,54.73457748,DE
30195,54.9302911,DE
30225,55.1912426,DE
30256,55.32171836,DE
30286,55.45219411,DE
30317,55.71314561,DE
30348,55.71314561,DE
30376,55.71314561,DE
30407,55.84362136,DE
30437,55.97409711,DE
30468,56.16981074,DE
30498,56.36552436,DE
30529,56.56123799,DE
30560,56.69171374,DE
30590,56.69171374,DE
30621,56.82218949,DE
30651,56.95266524,DE
30682,57.14837887,DE
30713,57.34409249,DE
30742,57.40933037,DE
30773,57.47456824,DE
30803,57.53980612,DE
30834,57.73551975,DE
30864,57.67028187,DE
30895,57.53980612,DE
30926,57.605044,DE
30956,57.93123337,DE
30987,57.99647125,DE
31017,58.06170912,DE
31048,58.3878985,DE
31079,58.64885,DE
31107,58.84456363,DE
31138,58.9098015,DE
31168,58.9098015,DE
31199,58.9098015,DE
31229,58.9098015,DE
31260,58.71408788,DE
31291,58.77932575,DE
31321,58.84456363,DE
31352,58.9098015,DE
31382,58.97503938,DE
31413,59.17075301,DE
31444,59.10551513,DE
31472,58.9098015,DE
31503,58.9098015,DE
31533,58.9098015,DE
31564,58.9098015,DE
31594,58.71408788,DE
31625,58.51837425,DE
31656,58.58361213,DE
31686,58.3878985,DE
31717,58.32266063,DE
31747,58.3878985,DE
31778,58.71408788,DE
31809,58.77932575,DE
31837,58.77932575,DE
31868,58.9098015,DE
31898,58.9098015,DE
31929,58.97503938,DE
31959,58.97503938,DE
31990,58.9098015,DE
32021,58.84456363,DE
32051,58.9098015,DE
32082,58.9098015,DE
32112,58.97503938,DE
32143,59.23599088,DE
32174,59.36646663,DE
32203,59.36646663,DE
32234,59.49694238,DE
32264,59.62741813,DE
32295,59.69265601,DE
32325,59.69265601,DE
32356,59.62741813,DE
32387,59.69265601,DE
32417,59.75789388,DE
32448,59.95360751,DE
32478,60.08408326,DE
32509,60.60598626,DE
32540,60.80169989,DE
32568,60.86693777,DE
32599,61.25836502,DE
32629,61.32360289,DE
32660,61.38884077,DE
32690,61.32360289,DE
32721,61.32360289,DE
32752,61.38884077,DE
32782,61.5845544,DE
32813,61.71503015,DE
32843,61.91074377,DE
32874,62.23693315,DE
32905,62.49788465,DE
32933,62.49788465,DE
32964,62.6283604,DE
32994,62.75883615,DE
33025,62.82407403,DE
33055,62.82407403,DE
33086,63.01978766,DE
33117,63.21550128,DE
33147,63.67216641,DE
