DATE,DEUCPIALLMINMEI,country
33178,63.54169066,DE
33208,63.60692853,DE
33239,63.99835579,DE
33270,64.27823198,DE
33298,64.27823198,DE
33329,64.55810817,DE
33359,64.7446923,DE
33390,65.11786055,DE
33420,65.86419706,DE
33451,65.86419706,DE
33482,65.86419706,DE
33512,66.89040977,DE
33543,67.17028596,DE
33573,67.26357802,DE
33604,67.63674628,DE
33635,68.00991453,DE
33664,68.28979072,DE
33695,68.56966691,DE
33725,68.75625104,DE
33756,68.94283517,DE
33786,69.1294193,DE
33817,69.1294193,DE
33848,69.1294193,DE
33878,69.1294193,DE
33909,69.40929549,DE
33939,69.50258755,DE
33970,70.71538438,DE
34001,71.27513677,DE
34029,71.46172089,DE
34060,71.64830502,DE
34090,71.74159708,DE
34121,71.92818121,DE
34151,72.30134947,DE
34182,72.30134947,DE
34213,72.2080574,DE
34243,72.2080574,DE
34274,72.30134947,DE
34304,72.48793359,DE
34335,72.86110185,DE
34366,73.42085423,DE
34394,73.5141463,DE
34425,73.60743836,DE
34455,73.79402249,DE
34486,73.88731455,DE
34516,74.07389868,DE
34547,74.26048281,DE
34578,74.07389868,DE
34608,73.98060662,DE
34639,74.07389868,DE
34669,74.26048281,DE
34700,74.540359,DE
34731,74.91352725,DE
34759,74.91352725,DE
34790,75.00681932,DE
34820,75.00681932,DE
34851,75.10011138,DE
34881,75.28669551,DE
34912,75.28669551,DE
34943,75.28669551,DE
34973,75.10011138,DE
35004,75.10011138,DE
35034,75.37998757,DE
35065,75.5665717,DE
35096,76.03303202,DE
35125,76.03303202,DE
35156,76.03303202,DE
35186,76.12632408,DE
35217,76.21961615,DE
35247,76.31290821,DE
35278,76.31290821,DE
35309,76.31290821,DE
35339,76.31290821,DE
35370,76.21961615,DE
35400,76.49949234,DE
35431,77.15253679,DE
35462,77.24582885,DE
35490,77.24582885,DE
35521,77.15253679,DE
35551,77.33912091,DE
35582,77.43241298,DE
35612,78.08545742,DE
35643,78.17874949,DE
35674,77.99216536,DE
35704,77.8988733,DE
35735,77.8988733,DE
35765,78.08545742,DE
35796,78.08545742,DE
35827,78.27204155,DE
35855,78.17874949,DE
35886,78.27204155,DE
35916,78.36533362,DE
35947,78.45862568,DE
35977,78.73850187,DE
36008,78.55191774,DE
36039,78.36533362,DE
36069,78.27204155,DE
36100,78.27204155,DE
36130,78.36533362,DE
36161,78.27204155,DE
36192,78.36533362,DE
36220,78.36533362,DE
36251,78.73850187,DE
36281,78.73850187,DE
36312,78.83179394,DE
36342,79.20496219,DE
36373,79.11167013,DE
36404,78.925086,DE
36434,78.83179394,DE
36465,79.01837806,DE
36495,79.29825425,DE
36526,79.48483838,DE
36557,79.57813045,DE
36586,79.57813045,DE
36617,79.57813045,DE
36647,79.48483838,DE
36678,79.85800664,DE
36708,80.23117489,DE
36739,80.04459077,DE
36770,80.23117489,DE
36800,80.13788283,DE
36831,80.23117489,DE
36861,80.88421934,DE
36892,80.60434315,DE
36923,81.07080347,DE
36951,81.07080347,DE
36982,81.44397172,DE
37012,81.72384791,DE
37043,81.81713998,DE
37073,81.91043204,DE
37104,81.72384791,DE
37135,81.72384791,DE
37165,81.63055585,DE
37196,81.44397172,DE
37226,82.19030823,DE
37257,82.2836003,DE
37288,82.56347649,DE
37316,82.75006062,DE
37347,82.65676855,DE
37377,82.75006062,DE
37408,82.75006062,DE
37438,82.84335268,DE
37469,82.75006062,DE
37500,82.75006062,DE
37530,82.65676855,DE
37561,82.37689236,DE
37591,83.12322887,DE
37622,83.12322887,DE
37653,83.58968919,DE
37681,83.68298125,DE
37712,83.40310506,DE
37742,83.21652094,DE
37773,83.49639713,DE
37803,83.68298125,DE
37834,83.68298125,DE
37865,83.58968919,DE
37895,83.58968919,DE
37926,83.40310506,DE
37956,84.05614951,DE
37987,84.05614951,DE
38018,84.24273364,DE
38047,84.52260983,DE
38078,84.80248602,DE
38108,84.98907015,DE
38139,84.98907015,DE
38169,85.17565428,DE
38200,85.26894634,DE
38231,85.08236221,DE
38261,85.17565428,DE
38292,84.98907015,DE
38322,85.92199079,DE
38353,85.26894634,DE
38384,85.64211459,DE
38412,86.01528285,DE
38443,85.82869872,DE
38473,86.01528285,DE
38504,86.10857491,DE
38534,86.48174317,DE
38565,86.57503523,DE
38596,86.6683273,DE
38626,86.76161936,DE
38657,86.48174317,DE
38687,87.13478762,DE
38718,86.85491142,DE
38749,87.22807968,DE
38777,87.22807968,DE
38808,87.50795587,DE
38838,87.50795587,DE
38869,87.69454,DE
38899,88.06770825,DE
38930,87.88112413,DE
38961,87.60124794,DE
38991,87.69454,DE
39022,87.69454,DE
39052,88.34758445,DE
39083,88.34758445,DE
39114,88.7207527,DE
39142,88.90733683,DE
39173,89.37379715,DE
39203,89.37379715,DE
39234,89.37379715,DE
39264,89.84025747,DE
39295,89.7469654,DE
39326,89.93354953,DE
39356,90.12013366,DE
39387,90.58659398,DE
39417,91.14634636,DE
39448,90.86647017,DE
39479,91.23963842,DE
39508,91.70609874,DE
39539,91.51951462,DE
39569,92.079267,DE
39600,92.26585113,DE
39630,92.82560351,DE
39661,92.54572732,DE
39692,92.45243525,DE
39722,92.26585113,DE
39753,91.79939081,DE
39783,92.17255906,DE
39814,91.70609874,DE
39845,92.26585113,DE
39873,92.079267,DE
39904,92.17255906,DE
39934,92.079267,DE
39965,92.35914319,DE
39995,92.35914319,DE
40026,92.54572732,DE
40057,92.26585113,DE
40087,92.26585113,DE
40118,92.17255906,DE
40148,92.91889557,DE
40179,92.35914319,DE
40210,92.73231145,DE
40238,93.19877176,DE
40269,93.29206383,DE
40299,93.19877176,DE
40330,93.19877176,DE
40360,93.38535589,DE
40391,93.47864796,DE
40422,93.38535589,DE
40452,93.47864796,DE
40483,93.57194002,DE
40513,94.1316924,DE
40544,93.94510828,DE
40575,94.50486066,DE
40603,95.06461304,DE
40634,95.06461304,DE
40664,95.06461304,DE
40695,95.15790511,DE
40725,95.34448923,DE
40756,95.4377813,DE
40787,95.62436542,DE
40817,95.62436542,DE
40848,95.81094955,DE
40878,95.99753368,DE
40909,95.90424162,DE
40940,96.55728606,DE
40969,97.11703845,DE
41000,96.93045432,DE
41030,96.93045432,DE
41061,96.74387019,DE
41091,97.11703845,DE
41122,97.4902067,DE
41153,97.58349876,DE
41183,97.58349876,DE
41214,97.67679083,DE
41244,97.95666702,DE
41275,97.4902067,DE
41306,98.04995908,DE
41334,98.5164194,DE
41365,98.04995908,DE
41395,98.42312734,DE
41426,98.5164194,DE
41456,98.98287972,DE
41487,98.98287972,DE
41518,98.98287972,DE
41548,98.79629559,DE
41579,98.98287972,DE
41609,99.35604798,DE
41640,98.79629559,DE
41671,99.26275591,DE
41699,99.54263211,DE
41730,99.35604798,DE
41760,99.26275591,DE
41791,99.54263211,DE
41821,99.8225083,DE
41852,99.8225083,DE
41883,99.8225083,DE
41913,99.54263211,DE
41944,99.54263211,DE
41974,99.54263211,DE
42005,98.5164194,DE
42036,99.21653609,DE
42064,99.71661944,DE
42095,100.2167028,DE
42125,100.4167361,DE
42156,100.4167361,DE
42186,100.6167695,DE
42217,100.6167695,DE
42248,100.4167361,DE
42278,100.4167361,DE
42309,99.71661944,DE
42339,99.71661944,DE
42370,99.01650275,DE
42401,99.31655276,DE
42430,100.0166694,DE
42461,100.1166861,DE
42491,100.6167695,DE
42522,100.7167861,DE
42552,101.1168528,DE
42583,101.0168361,DE
42614,101.0168361,DE
42644,101.2168695,DE
42675,100.5167528,DE
42705,101.2168695,DE
42736,100.6167695,DE
42767,101.2168695,DE
42795,101.4169028,DE
42826,101.8169695,DE
42856,101.8169695,DE
42887,102.1170195,DE
42917,102.5170862,DE
42948,102.6171029,DE
42979,102.7171195,DE
43009,102.5170862,DE
43040,102.1170195,DE
43070,102.6171029,DE
43101,102.0170028,DE
43132,102.3170528,DE
43160,102.9171529,DE
43191,103.1171862,DE
43221,103.9173196,DE
43252,104.0173362,DE
43282,104.4174029,DE
43313,104.5174196,DE
43344,104.7174529,DE
43374,104.9174862,DE
43405,104.2173696,DE
43435,104.2173696,DE
43466,103.4172362,DE
43497,103.8173029,DE
43525,104.2173696,DE
43556,105.2175363,DE
43586,105.4175696,DE
43617,105.7176196,DE
43647,106.217703,DE
43678,106.0176696,DE
43709,106.0176696,DE
43739,106.1176863,DE
43770,105.3175529,DE
43800,105.8176363,DE
43831,105.2175363,DE
43862,105.6176029,DE
43891,105.7176196,DE
