txtdate,intdate,recession_indicator,country,spy_open,spy_high,spy_low,spy_close,spx_open,spx_high,spx_low,spx_close,dji_open,dji_high,dji_low,dji_close,cpi,gdp,inflation,unemployment
27552,19750607,f,US,,,,,,,,,,,,,22.57222056,,9.14314687,
27553,19750608,f,US,,,,,,,,,,,,,22.57222056,,9.14314687,
27554,19750609,f,US,,,,,,,,,830.10000000,830.10000000,830.10000000,830.10000000,22.57222056,,9.14314687,
27555,19750610,f,US,,,,,,,,,822.12000000,822.12000000,822.12000000,822.12000000,22.57222056,,9.14314687,
27556,19750611,f,US,,,,,,,,,824.55000000,824.55000000,824.55000000,824.55000000,22.57222056,,9.14314687,
27557,19750612,f,US,,,,,,,,,819.31000000,819.31000000,819.31000000,819.31000000,22.57222056,,9.14314687,
27558,19750613,f,US,,,,,,,,,824.47000000,824.47000000,824.47000000,824.47000000,22.57222056,,9.14314687,
27559,19750614,f,US,,,,,,,,,,,,,22.57222056,,9.14314687,
27560,19750615,f,US,,,,,,,,,,,,,22.57222056,,9.14314687,
27561,19750616,f,US,,,,,,,,,834.56000000,834.56000000,834.56000000,834.56000000,22.57222056,,9.14314687,
27562,19750617,f,US,,,,,,,,,828.61000000,828.61000000,828.61000000,828.61000000,22.57222056,,9.14314687,
27563,19750618,f,US,,,,,,,,,827.83000000,827.83000000,827.83000000,827.83000000,22.57222056,,9.14314687,
27564,19750619,f,US,,,,,,,,,845.35000000,845.35000000,845.35000000,845.35000000,22.57222056,,9.14314687,
27565,19750620,f,US,,,,,,,,,855.44000000,855.44000000,855.44000000,855.44000000,22.57222056,,9.14314687,
27566,19750621,f,US,,,,,,,,,,,,,22.57222056,,9.14314687,
27567,19750622,f,US,,,,,,,,,,,,,22.57222056,,9.14314687,
27568,19750623,f,US,,,,,,,,,864.83000000,864.83000000,864.83000000,864.83000000,22.57222056,,9.14314687,
27569,19750624,f,US,,,,,,,,,869.06000000,869.06000000,869.06000000,869.06000000,22.57222056,,9.14314687,
27570,19750625,f,US,,,,,,,,,872.73000000,872.73000000,872.73000000,872.73000000,22.57222056,,9.14314687,
27571,19750626,f,US,,,,,,,,,874.14000000,874.14000000,874.14000000,874.14000000,22.57222056,,9.14314687,
27572,19750627,f,US,,,,,,,,,873.12000000,873.12000000,873.12000000,873.12000000,22.57222056,,9.14314687,
27573,19750628,f,US,,,,,,,,,,,,,22.57222056,,9.14314687,
27574,19750629,f,US,,,,,,,,,,,,,22.57222056,,9.14314687,
27575,19750630,f,US,,,,,,,,,878.99000000,878.99000000,878.99000000,878.99000000,22.57222056,,9.14314687,
27576,19750701,f,US,,,,,,,,,877.42000000,877.42000000,877.42000000,877.42000000,22.78317589,1709.82,9.14314687,
27577,19750702,f,US,,,,,,,,,870.38000000,870.38000000,870.38000000,870.38000000,22.78317589,1709.82,9.14314687,
27578,19750703,f,US,,,,,,,,,871.79000000,871.79000000,871.79000000,871.79000000,22.78317589,1709.82,9.14314687,
27579,19750704,f,US,,,,,,,,,,,,,22.78317589,1709.82,9.14314687,
27580,19750705,f,US,,,,,,,,,,,,,22.78317589,1709.82,9.14314687,
27581,19750706,f,US,,,,,,,,,,,,,22.78317589,1709.82,9.14314687,
27582,19750707,f,US,,,,,,,,,861.08000000,861.08000000,861.08000000,861.08000000,22.78317589,1709.82,9.14314687,
27583,19750708,f,US,,,,,,,,,857.79000000,857.79000000,857.79000000,857.79000000,22.78317589,1709.82,9.14314687,
27584,19750709,f,US,,,,,,,,,871.87000000,871.87000000,871.87000000,871.87000000,22.78317589,1709.82,9.14314687,
27585,19750710,f,US,,,,,,,,,871.87000000,871.87000000,871.87000000,871.87000000,22.78317589,1709.82,9.14314687,
27586,19750711,f,US,,,,,,,,,871.09000000,871.09000000,871.09000000,871.09000000,22.78317589,1709.82,9.14314687,
27587,19750712,f,US,,,,,,,,,,,,,22.78317589,1709.82,9.14314687,
27588,19750713,f,US,,,,,,,,,,,,,22.78317589,1709.82,9.14314687,
27589,19750714,f,US,,,,,,,,,875.86000000,875.86000000,875.86000000,875.86000000,22.78317589,1709.82,9.14314687,
43443,20181209,t,US,,,,,,,,,,,,,106.5969952,,2.4425833,
27590,19750715,f,US,,,,,,,,,881.81000000,881.81000000,881.81000000,881.81000000,22.78317589,1709.82,9.14314687,
27591,19750716,f,US,,,,,,,,,872.11000000,872.11000000,872.11000000,872.11000000,22.78317589,1709.82,9.14314687,
27592,19750717,f,US,,,,,,,,,864.28000000,864.28000000,864.28000000,864.28000000,22.78317589,1709.82,9.14314687,
27593,19750718,f,US,,,,,,,,,862.41000000,862.41000000,862.41000000,862.41000000,22.78317589,1709.82,9.14314687,
27594,19750719,f,US,,,,,,,,,,,,,22.78317589,1709.82,9.14314687,
27595,19750720,f,US,,,,,,,,,,,,,22.78317589,1709.82,9.14314687,
27596,19750721,f,US,,,,,,,,,854.74000000,854.74000000,854.74000000,854.74000000,22.78317589,1709.82,9.14314687,
27597,19750722,f,US,,,,,,,,,846.76000000,846.76000000,846.76000000,846.76000000,22.78317589,1709.82,9.14314687,
27598,19750723,f,US,,,,,,,,,836.67000000,836.67000000,836.67000000,836.67000000,22.78317589,1709.82,9.14314687,
27599,19750724,f,US,,,,,,,,,840.27000000,840.27000000,840.27000000,840.27000000,22.78317589,1709.82,9.14314687,
27600,19750725,f,US,,,,,,,,,834.09000000,834.09000000,834.09000000,834.09000000,22.78317589,1709.82,9.14314687,
27601,19750726,f,US,,,,,,,,,,,,,22.78317589,1709.82,9.14314687,
27602,19750727,f,US,,,,,,,,,,,,,22.78317589,1709.82,9.14314687,
27603,19750728,f,US,,,,,,,,,827.83000000,827.83000000,827.83000000,827.83000000,22.78317589,1709.82,9.14314687,
27604,19750729,f,US,,,,,,,,,824.86000000,824.86000000,824.86000000,824.86000000,22.78317589,1709.82,9.14314687,
27605,19750730,f,US,,,,,,,,,831.66000000,831.66000000,831.66000000,831.66000000,22.78317589,1709.82,9.14314687,
27606,19750731,f,US,,,,,,,,,831.51000000,831.51000000,831.51000000,831.51000000,22.78317589,1709.82,9.14314687,
27607,19750801,f,US,,,,,,,,,826.50000000,826.50000000,826.50000000,826.50000000,22.86755802,,9.14314687,
27608,19750802,f,US,,,,,,,,,,,,,22.86755802,,9.14314687,
27609,19750803,f,US,,,,,,,,,,,,,22.86755802,,9.14314687,
27610,19750804,f,US,,,,,,,,,818.05000000,818.05000000,818.05000000,818.05000000,22.86755802,,9.14314687,
27611,19750805,f,US,,,,,,,,,810.15000000,810.15000000,810.15000000,810.15000000,22.86755802,,9.14314687,
27612,19750806,f,US,,,,,,,,,813.67000000,813.67000000,813.67000000,813.67000000,22.86755802,,9.14314687,
27613,19750807,f,US,,,,,,,,,815.79000000,815.79000000,815.79000000,815.79000000,22.86755802,,9.14314687,
27614,19750808,f,US,,,,,,,,,817.74000000,817.74000000,817.74000000,817.74000000,22.86755802,,9.14314687,
27615,19750809,f,US,,,,,,,,,,,,,22.86755802,,9.14314687,
27616,19750810,f,US,,,,,,,,,,,,,22.86755802,,9.14314687,
27617,19750811,f,US,,,,,,,,,823.76000000,823.76000000,823.76000000,823.76000000,22.86755802,,9.14314687,
27618,19750812,f,US,,,,,,,,,828.54000000,828.54000000,828.54000000,828.54000000,22.86755802,,9.14314687,
27619,19750813,f,US,,,,,,,,,820.56000000,820.56000000,820.56000000,820.56000000,22.86755802,,9.14314687,
27620,19750814,f,US,,,,,,,,,817.04000000,817.04000000,817.04000000,817.04000000,22.86755802,,9.14314687,
27621,19750815,f,US,,,,,,,,,825.64000000,825.64000000,825.64000000,825.64000000,22.86755802,,9.14314687,
27622,19750816,f,US,,,,,,,,,,,,,22.86755802,,9.14314687,
27623,19750817,f,US,,,,,,,,,,,,,22.86755802,,9.14314687,
27624,19750818,f,US,,,,,,,,,822.75000000,822.75000000,822.75000000,822.75000000,22.86755802,,9.14314687,
27625,19750819,f,US,,,,,,,,,808.51000000,808.51000000,808.51000000,808.51000000,22.86755802,,9.14314687,
27626,19750820,f,US,,,,,,,,,793.26000000,793.26000000,793.26000000,793.26000000,22.86755802,,9.14314687,
27627,19750821,f,US,,,,,,,,,791.69000000,791.69000000,791.69000000,791.69000000,22.86755802,,9.14314687,
27628,19750822,f,US,,,,,,,,,804.76000000,804.76000000,804.76000000,804.76000000,22.86755802,,9.14314687,
27629,19750823,f,US,,,,,,,,,,,,,22.86755802,,9.14314687,
27630,19750824,f,US,,,,,,,,,,,,,22.86755802,,9.14314687,
27631,19750825,f,US,,,,,,,,,812.34000000,812.34000000,812.34000000,812.34000000,22.86755802,,9.14314687,
27632,19750826,f,US,,,,,,,,,803.11000000,803.11000000,803.11000000,803.11000000,22.86755802,,9.14314687,
27633,19750827,f,US,,,,,,,,,807.20000000,807.20000000,807.20000000,807.20000000,22.86755802,,9.14314687,
27634,19750828,f,US,,,,,,,,,829.47000000,829.47000000,829.47000000,829.47000000,22.86755802,,9.14314687,
27635,19750829,f,US,,,,,,,,,835.34000000,835.34000000,835.34000000,835.34000000,22.86755802,,9.14314687,
27636,19750830,f,US,,,,,,,,,,,,,22.86755802,,9.14314687,
27637,19750831,f,US,,,,,,,,,,,,,22.86755802,,9.14314687,
27638,19750901,f,US,,,,,,,,,,,,,23.03632229,,9.14314687,
27639,19750902,f,US,,,,,,,,,823.69000000,823.69000000,823.69000000,823.69000000,23.03632229,,9.14314687,
27640,19750903,f,US,,,,,,,,,832.29000000,832.29000000,832.29000000,832.29000000,23.03632229,,9.14314687,
27641,19750904,f,US,,,,,,,,,838.31000000,838.31000000,838.31000000,838.31000000,23.03632229,,9.14314687,
27642,19750905,f,US,,,,,,,,,835.97000000,835.97000000,835.97000000,835.97000000,23.03632229,,9.14314687,
27643,19750906,f,US,,,,,,,,,,,,,23.03632229,,9.14314687,
27644,19750907,f,US,,,,,,,,,,,,,23.03632229,,9.14314687,
27645,19750908,f,US,,,,,,,,,840.11000000,840.11000000,840.11000000,840.11000000,23.03632229,,9.14314687,
27646,19750909,f,US,,,,,,,,,827.75000000,827.75000000,827.75000000,827.75000000,23.03632229,,9.14314687,
27647,19750910,f,US,,,,,,,,,817.66000000,817.66000000,817.66000000,817.66000000,23.03632229,,9.14314687,
27648,19750911,f,US,,,,,,,,,812.66000000,812.66000000,812.66000000,812.66000000,23.03632229,,9.14314687,
27649,19750912,f,US,,,,,,,,,809.23000000,809.23000000,809.23000000,809.23000000,23.03632229,,9.14314687,
27650,19750913,f,US,,,,,,,,,,,,,23.03632229,,9.14314687,
27651,19750914,f,US,,,,,,,,,,,,,23.03632229,,9.14314687,
27652,19750915,f,US,,,,,,,,,803.19000000,803.19000000,803.19000000,803.19000000,23.03632229,,9.14314687,
27653,19750916,f,US,,,,,,,,,795.13000000,795.13000000,795.13000000,795.13000000,23.03632229,,9.14314687,
27654,19750917,f,US,,,,,,,,,799.05000000,799.05000000,799.05000000,799.05000000,23.03632229,,9.14314687,
27655,19750918,f,US,,,,,,,,,814.61000000,814.61000000,814.61000000,814.61000000,23.03632229,,9.14314687,
27656,19750919,f,US,,,,,,,,,829.79000000,829.79000000,829.79000000,829.79000000,23.03632229,,9.14314687,
27657,19750920,f,US,,,,,,,,,,,,,23.03632229,,9.14314687,
27658,19750921,f,US,,,,,,,,,,,,,23.03632229,,9.14314687,
27659,19750922,f,US,,,,,,,,,820.40000000,820.40000000,820.40000000,820.40000000,23.03632229,,9.14314687,
27660,19750923,f,US,,,,,,,,,819.85000000,819.85000000,819.85000000,819.85000000,23.03632229,,9.14314687,
27661,19750924,f,US,,,,,,,,,826.19000000,826.19000000,826.19000000,826.19000000,23.03632229,,9.14314687,
27662,19750925,f,US,,,,,,,,,820.24000000,820.24000000,820.24000000,820.24000000,23.03632229,,9.14314687,
27663,19750926,f,US,,,,,,,,,818.60000000,818.60000000,818.60000000,818.60000000,23.03632229,,9.14314687,
27664,19750927,f,US,,,,,,,,,,,,,23.03632229,,9.14314687,
27665,19750928,f,US,,,,,,,,,,,,,23.03632229,,9.14314687,
27666,19750929,f,US,,,,,,,,,805.23000000,805.23000000,805.23000000,805.23000000,23.03632229,,9.14314687,
27667,19750930,f,US,,,,,,,,,793.88000000,793.88000000,793.88000000,793.88000000,23.03632229,,9.14314687,
27668,19751001,f,US,,,,,,,,,784.16000000,784.16000000,784.16000000,784.16000000,23.16289549,1761.831,9.14314687,
27669,19751002,f,US,,,,,,,,,794.55000000,794.55000000,794.55000000,794.55000000,23.16289549,1761.831,9.14314687,
27670,19751003,f,US,,,,,,,,,813.21000000,813.21000000,813.21000000,813.21000000,23.16289549,1761.831,9.14314687,
27671,19751004,f,US,,,,,,,,,,,,,23.16289549,1761.831,9.14314687,
27672,19751005,f,US,,,,,,,,,,,,,23.16289549,1761.831,9.14314687,
27673,19751006,f,US,,,,,,,,,819.66000000,819.66000000,819.66000000,819.66000000,23.16289549,1761.831,9.14314687,
27674,19751007,f,US,,,,,,,,,816.51000000,816.51000000,816.51000000,816.51000000,23.16289549,1761.831,9.14314687,
27675,19751008,f,US,,,,,,,,,823.91000000,823.91000000,823.91000000,823.91000000,23.16289549,1761.831,9.14314687,
27676,19751009,f,US,,,,,,,,,824.54000000,824.54000000,824.54000000,824.54000000,23.16289549,1761.831,9.14314687,
27677,19751010,f,US,,,,,,,,,823.91000000,823.91000000,823.91000000,823.91000000,23.16289549,1761.831,9.14314687,
27678,19751011,f,US,,,,,,,,,,,,,23.16289549,1761.831,9.14314687,
27679,19751012,f,US,,,,,,,,,,,,,23.16289549,1761.831,9.14314687,
27680,19751013,f,US,,,,,,,,,837.77000000,837.77000000,837.77000000,837.77000000,23.16289549,1761.831,9.14314687,
27681,19751014,f,US,,,,,,,,,835.25000000,835.25000000,835.25000000,835.25000000,23.16289549,1761.831,9.14314687,
27682,19751015,f,US,,,,,,,,,837.22000000,837.22000000,837.22000000,837.22000000,23.16289549,1761.831,9.14314687,
27683,19751016,f,US,,,,,,,,,837.85000000,837.85000000,837.85000000,837.85000000,23.16289549,1761.831,9.14314687,
27684,19751017,f,US,,,,,,,,,832.18000000,832.18000000,832.18000000,832.18000000,23.16289549,1761.831,9.14314687,
27685,19751018,f,US,,,,,,,,,,,,,23.16289549,1761.831,9.14314687,
27686,19751019,f,US,,,,,,,,,,,,,23.16289549,1761.831,9.14314687,
27687,19751020,f,US,,,,,,,,,842.25000000,842.25000000,842.25000000,842.25000000,23.16289549,1761.831,9.14314687,
27688,19751021,f,US,,,,,,,,,846.82000000,846.82000000,846.82000000,846.82000000,23.16289549,1761.831,9.14314687,
27689,19751022,f,US,,,,,,,,,849.57000000,849.57000000,849.57000000,849.57000000,23.16289549,1761.831,9.14314687,
27690,19751023,f,US,,,,,,,,,855.16000000,855.16000000,855.16000000,855.16000000,23.16289549,1761.831,9.14314687,
27691,19751024,f,US,,,,,,,,,840.52000000,840.52000000,840.52000000,840.52000000,23.16289549,1761.831,9.14314687,
27692,19751025,f,US,,,,,,,,,,,,,23.16289549,1761.831,9.14314687,
27693,19751026,f,US,,,,,,,,,,,,,23.16289549,1761.831,9.14314687,
27694,19751027,f,US,,,,,,,,,838.48000000,838.48000000,838.48000000,838.48000000,23.16289549,1761.831,9.14314687,
27695,19751028,f,US,,,,,,,,,851.46000000,851.46000000,851.46000000,851.46000000,23.16289549,1761.831,9.14314687,
27696,19751029,f,US,,,,,,,,,838.63000000,838.63000000,838.63000000,838.63000000,23.16289549,1761.831,9.14314687,
27697,19751030,f,US,,,,,,,,,839.42000000,839.42000000,839.42000000,839.42000000,23.16289549,1761.831,9.14314687,
27698,19751031,f,US,,,,,,,,,836.04000000,836.04000000,836.04000000,836.04000000,23.16289549,1761.831,9.14314687,
27699,19751101,f,US,,,,,,,,,,,,,23.33165975,,9.14314687,
27700,19751102,f,US,,,,,,,,,,,,,23.33165975,,9.14314687,
27701,19751103,f,US,,,,,,,,,825.72000000,825.72000000,825.72000000,825.72000000,23.33165975,,9.14314687,
27702,19751104,f,US,,,,,,,,,830.13000000,830.13000000,830.13000000,830.13000000,23.33165975,,9.14314687,
27703,19751105,f,US,,,,,,,,,836.27000000,836.27000000,836.27000000,836.27000000,23.33165975,,9.14314687,
27704,19751106,f,US,,,,,,,,,840.92000000,840.92000000,840.92000000,840.92000000,23.33165975,,9.14314687,
27705,19751107,f,US,,,,,,,,,835.80000000,835.80000000,835.80000000,835.80000000,23.33165975,,9.14314687,
27706,19751108,f,US,,,,,,,,,,,,,23.33165975,,9.14314687,
27707,19751109,f,US,,,,,,,,,,,,,23.33165975,,9.14314687,
27708,19751110,f,US,,,,,,,,,835.48000000,835.48000000,835.48000000,835.48000000,23.33165975,,9.14314687,
27709,19751111,f,US,,,,,,,,,838.55000000,838.55000000,838.55000000,838.55000000,23.33165975,,9.14314687,
27710,19751112,f,US,,,,,,,,,852.25000000,852.25000000,852.25000000,852.25000000,23.33165975,,9.14314687,
27711,19751113,f,US,,,,,,,,,851.23000000,851.23000000,851.23000000,851.23000000,23.33165975,,9.14314687,
27712,19751114,f,US,,,,,,,,,853.67000000,853.67000000,853.67000000,853.67000000,23.33165975,,9.14314687,
27713,19751115,f,US,,,,,,,,,,,,,23.33165975,,9.14314687,
27714,19751116,f,US,,,,,,,,,,,,,23.33165975,,9.14314687,
27715,19751117,f,US,,,,,,,,,856.66000000,856.66000000,856.66000000,856.66000000,23.33165975,,9.14314687,
27716,19751118,f,US,,,,,,,,,855.24000000,855.24000000,855.24000000,855.24000000,23.33165975,,9.14314687,
27717,19751119,f,US,,,,,,,,,848.24000000,848.24000000,848.24000000,848.24000000,23.33165975,,9.14314687,
27718,19751120,f,US,,,,,,,,,843.51000000,843.51000000,843.51000000,843.51000000,23.33165975,,9.14314687,
27719,19751121,f,US,,,,,,,,,840.76000000,840.76000000,840.76000000,840.76000000,23.33165975,,9.14314687,
27720,19751122,f,US,,,,,,,,,,,,,23.33165975,,9.14314687,
27721,19751123,f,US,,,,,,,,,,,,,23.33165975,,9.14314687,
27722,19751124,f,US,,,,,,,,,845.64000000,845.64000000,845.64000000,845.64000000,23.33165975,,9.14314687,
27723,19751125,f,US,,,,,,,,,855.40000000,855.40000000,855.40000000,855.40000000,23.33165975,,9.14314687,
27724,19751126,f,US,,,,,,,,,858.55000000,858.55000000,858.55000000,858.55000000,23.33165975,,9.14314687,
27725,19751127,f,US,,,,,,,,,,,,,23.33165975,,9.14314687,
27726,19751128,f,US,,,,,,,,,860.67000000,860.67000000,860.67000000,860.67000000,23.33165975,,9.14314687,
27727,19751129,f,US,,,,,,,,,,,,,23.33165975,,9.14314687,
27728,19751130,f,US,,,,,,,,,,,,,23.33165975,,9.14314687,
27729,19751201,f,US,,,,,,,,,856.34000000,856.34000000,856.34000000,856.34000000,23.45823295,,9.14314687,
27730,19751202,f,US,,,,,,,,,843.20000000,843.20000000,843.20000000,843.20000000,23.45823295,,9.14314687,
27731,19751203,f,US,,,,,,,,,825.49000000,825.49000000,825.49000000,825.49000000,23.45823295,,9.14314687,
27732,19751204,f,US,,,,,,,,,829.11000000,829.11000000,829.11000000,829.11000000,23.45823295,,9.14314687,
27733,19751205,f,US,,,,,,,,,818.80000000,818.80000000,818.80000000,818.80000000,23.45823295,,9.14314687,
27734,19751206,f,US,,,,,,,,,,,,,23.45823295,,9.14314687,
27735,19751207,f,US,,,,,,,,,,,,,23.45823295,,9.14314687,
27736,19751208,f,US,,,,,,,,,821.63000000,821.63000000,821.63000000,821.63000000,23.45823295,,9.14314687,
27737,19751209,f,US,,,,,,,,,824.15000000,824.15000000,824.15000000,824.15000000,23.45823295,,9.14314687,
27738,19751210,f,US,,,,,,,,,833.99000000,833.99000000,833.99000000,833.99000000,23.45823295,,9.14314687,
27739,19751211,f,US,,,,,,,,,832.73000000,832.73000000,832.73000000,832.73000000,23.45823295,,9.14314687,
27740,19751212,f,US,,,,,,,,,832.81000000,832.81000000,832.81000000,832.81000000,23.45823295,,9.14314687,
27741,19751213,f,US,,,,,,,,,,,,,23.45823295,,9.14314687,
27742,19751214,f,US,,,,,,,,,,,,,23.45823295,,9.14314687,
27743,19751215,f,US,,,,,,,,,836.59000000,836.59000000,836.59000000,836.59000000,23.45823295,,9.14314687,
27744,19751216,f,US,,,,,,,,,844.30000000,844.30000000,844.30000000,844.30000000,23.45823295,,9.14314687,
27745,19751217,f,US,,,,,,,,,846.27000000,846.27000000,846.27000000,846.27000000,23.45823295,,9.14314687,
27746,19751218,f,US,,,,,,,,,852.09000000,852.09000000,852.09000000,852.09000000,23.45823295,,9.14314687,
27747,19751219,f,US,,,,,,,,,844.38000000,844.38000000,844.38000000,844.38000000,23.45823295,,9.14314687,
27748,19751220,f,US,,,,,,,,,,,,,23.45823295,,9.14314687,
27749,19751221,f,US,,,,,,,,,,,,,23.45823295,,9.14314687,
27750,19751222,f,US,,,,,,,,,838.63000000,838.63000000,838.63000000,838.63000000,23.45823295,,9.14314687,
27751,19751223,f,US,,,,,,,,,843.75000000,843.75000000,843.75000000,843.75000000,23.45823295,,9.14314687,
27752,19751224,f,US,,,,,,,,,851.94000000,851.94000000,851.94000000,851.94000000,23.45823295,,9.14314687,
27753,19751225,f,US,,,,,,,,,,,,,23.45823295,,9.14314687,
27754,19751226,f,US,,,,,,,,,859.81000000,859.81000000,859.81000000,859.81000000,23.45823295,,9.14314687,
27755,19751227,f,US,,,,,,,,,,,,,23.45823295,,9.14314687,
27756,19751228,f,US,,,,,,,,,,,,,23.45823295,,9.14314687,
27757,19751229,f,US,,,,,,,,,856.66000000,856.66000000,856.66000000,856.66000000,23.45823295,,9.14314687,
27758,19751230,f,US,,,,,,,,,852.41000000,852.41000000,852.41000000,852.41000000,23.45823295,,9.14314687,
27759,19751231,f,US,,,,,,,,,852.41000000,852.41000000,852.41000000,852.41000000,23.45823295,,9.14314687,
27760,19760101,f,US,,,,,,,,,,,,,23.54261509,1820.487,5.74481264,8.036011661
27761,19760102,f,US,,,,,,,,,858.71000000,858.71000000,858.71000000,858.71000000,23.54261509,1820.487,5.74481264,7.875095916
27762,19760103,f,US,,,,,,,,,,,,,23.54261509,1820.487,5.74481264,7.708051878
27763,19760104,f,US,,,,,,,,,,,,,23.54261509,1820.487,5.74481264,7.720404983
27764,19760105,f,US,,,,,,,,,877.83000000,877.83000000,877.83000000,877.83000000,23.54261509,1820.487,5.74481264,7.429877482
27765,19760106,f,US,,,,,,,,,890.82000000,890.82000000,890.82000000,890.82000000,23.54261509,1820.487,5.74481264,7.63621895
27766,19760107,f,US,,,,,,,,,898.69000000,898.69000000,898.69000000,898.69000000,23.54261509,1820.487,5.74481264,7.756261799
27767,19760108,f,US,,,,,,,,,907.98000000,907.98000000,907.98000000,907.98000000,23.54261509,1820.487,5.74481264,7.888590504
27768,19760109,f,US,,,,,,,,,911.13000000,911.13000000,911.13000000,911.13000000,23.54261509,1820.487,5.74481264,7.845768854
27769,19760110,f,US,,,,,,,,,,,,,23.54261509,1820.487,5.74481264,7.814070224
27770,19760111,f,US,,,,,,,,,,,,,23.54261509,1820.487,5.74481264,7.873779305
27771,19760112,f,US,,,,,,,,,922.39000000,922.39000000,922.39000000,922.39000000,23.54261509,1820.487,5.74481264,7.814891537
27772,19760113,f,US,,,,,,,,,912.94000000,912.94000000,912.94000000,912.94000000,23.54261509,1820.487,5.74481264,
27773,19760114,f,US,,,,,,,,,929.63000000,929.63000000,929.63000000,929.63000000,23.54261509,1820.487,5.74481264,
27774,19760115,f,US,,,,,,,,,924.51000000,924.51000000,924.51000000,924.51000000,23.54261509,1820.487,5.74481264,
27775,19760116,f,US,,,,,,,,,929.63000000,929.63000000,929.63000000,929.63000000,23.54261509,1820.487,5.74481264,
27776,19760117,f,US,,,,,,,,,,,,,23.54261509,1820.487,5.74481264,
27777,19760118,f,US,,,,,,,,,,,,,23.54261509,1820.487,5.74481264,
27778,19760119,f,US,,,,,,,,,943.72000000,943.72000000,943.72000000,943.72000000,23.54261509,1820.487,5.74481264,
27779,19760120,f,US,,,,,,,,,949.86000000,949.86000000,949.86000000,949.86000000,23.54261509,1820.487,5.74481264,
27780,19760121,f,US,,,,,,,,,946.24000000,946.24000000,946.24000000,946.24000000,23.54261509,1820.487,5.74481264,
27781,19760122,f,US,,,,,,,,,943.48000000,943.48000000,943.48000000,943.48000000,23.54261509,1820.487,5.74481264,
27782,19760123,f,US,,,,,,,,,953.95000000,953.95000000,953.95000000,953.95000000,23.54261509,1820.487,5.74481264,
27783,19760124,f,US,,,,,,,,,,,,,23.54261509,1820.487,5.74481264,
27784,19760125,f,US,,,,,,,,,,,,,23.54261509,1820.487,5.74481264,
27785,19760126,f,US,,,,,,,,,961.51000000,961.51000000,961.51000000,961.51000000,23.54261509,1820.487,5.74481264,
27786,19760127,f,US,,,,,,,,,957.81000000,957.81000000,957.81000000,957.81000000,23.54261509,1820.487,5.74481264,
27787,19760128,f,US,,,,,,,,,951.35000000,951.35000000,951.35000000,951.35000000,23.54261509,1820.487,5.74481264,
27788,19760129,f,US,,,,,,,,,968.75000000,968.75000000,968.75000000,968.75000000,23.54261509,1820.487,5.74481264,
27789,19760130,f,US,,,,,,,,,975.28000000,975.28000000,975.28000000,975.28000000,23.54261509,1820.487,5.74481264,
27790,19760131,f,US,,,,,,,,,,,,,23.54261509,1820.487,5.74481264,
27791,19760201,f,US,,,,,,,,,,,,,23.58480615,,5.74481264,
27792,19760202,f,US,,,,,,,,,971.35000000,971.35000000,971.35000000,971.35000000,23.58480615,,5.74481264,
27793,19760203,f,US,,,,,,,,,972.61000000,972.61000000,972.61000000,972.61000000,23.58480615,,5.74481264,
27794,19760204,f,US,,,,,,,,,976.62000000,976.62000000,976.62000000,976.62000000,23.58480615,,5.74481264,
27795,19760205,f,US,,,,,,,,,964.81000000,964.81000000,964.81000000,964.81000000,23.58480615,,5.74481264,
27796,19760206,f,US,,,,,,,,,954.90000000,954.90000000,954.90000000,954.90000000,23.58480615,,5.74481264,
27797,19760207,f,US,,,,,,,,,,,,,23.58480615,,5.74481264,
27798,19760208,f,US,,,,,,,,,,,,,23.58480615,,5.74481264,
27799,19760209,f,US,,,,,,,,,957.18000000,957.18000000,957.18000000,957.18000000,23.58480615,,5.74481264,
27800,19760210,f,US,,,,,,,,,968.75000000,968.75000000,968.75000000,968.75000000,23.58480615,,5.74481264,
27801,19760211,f,US,,,,,,,,,971.90000000,971.90000000,971.90000000,971.90000000,23.58480615,,5.74481264,
27802,19760212,f,US,,,,,,,,,966.78000000,966.78000000,966.78000000,966.78000000,23.58480615,,5.74481264,
27803,19760213,f,US,,,,,,,,,958.36000000,958.36000000,958.36000000,958.36000000,23.58480615,,5.74481264,
27804,19760214,f,US,,,,,,,,,,,,,23.58480615,,5.74481264,
27805,19760215,f,US,,,,,,,,,,,,,23.58480615,,5.74481264,
27806,19760216,f,US,,,,,,,,,,,,,23.58480615,,5.74481264,
27807,19760217,f,US,,,,,,,,,950.57000000,950.57000000,950.57000000,950.57000000,23.58480615,,5.74481264,
27808,19760218,f,US,,,,,,,,,960.09000000,960.09000000,960.09000000,960.09000000,23.58480615,,5.74481264,
27809,19760219,f,US,,,,,,,,,975.76000000,975.76000000,975.76000000,975.76000000,23.58480615,,5.74481264,
27810,19760220,f,US,,,,,,,,,987.80000000,987.80000000,987.80000000,987.80000000,23.58480615,,5.74481264,
27811,19760221,f,US,,,,,,,,,,,,,23.58480615,,5.74481264,
27812,19760222,f,US,,,,,,,,,,,,,23.58480615,,5.74481264,
27813,19760223,f,US,,,,,,,,,985.28000000,985.28000000,985.28000000,985.28000000,23.58480615,,5.74481264,
27814,19760224,f,US,,,,,,,,,993.55000000,993.55000000,993.55000000,993.55000000,23.58480615,,5.74481264,
27815,19760225,f,US,,,,,,,,,994.57000000,994.57000000,994.57000000,994.57000000,23.58480615,,5.74481264,
