intdate,ri,cpi,cpi_lag,gdp,gdp_lag,inf,inf_lag,unp,unp_lag,dji_open,dji_open_lag,dji_close,dji_close_lag,dji_opcl_diff,dji_opcl_lag,dji_high,dji_high_lag,dji_low,dji_low_lag,dji_hilo_diff,dji_hilo_lag
19851129,t,45.98826245,45.98826245,,,3.54564415,3.54564415,,,1472.13000000,1475.69000000,1472.13000000,1475.69000000,0.00000000,0.00000000,1486.88000000,1483.82000000,1464.00000000,1453.44000000,22.88000000,30.38000000
19851202,t,46.19921778,45.98826245,,,3.54564415,3.54564415,,,1457.91000000,1472.13000000,1457.91000000,1472.13000000,0.00000000,0.00000000,1476.16000000,1486.88000000,1451.28000000,1464.00000000,24.88000000,22.88000000
19851203,t,46.19921778,46.19921778,,,3.54564415,3.54564415,,,1459.06000000,1457.91000000,1459.06000000,1457.91000000,0.00000000,0.00000000,1466.31000000,1476.16000000,1450.43000000,1451.28000000,15.88000000,24.88000000
19851204,t,46.19921778,46.19921778,,,3.54564415,3.54564415,,,1484.40000000,1459.06000000,1484.40000000,1459.06000000,0.00000000,0.00000000,1488.65000000,1466.31000000,1457.52000000,1450.43000000,31.13000000,15.88000000
19851205,t,46.19921778,46.19921778,,,3.54564415,3.54564415,,,1482.91000000,1484.40000000,1482.91000000,1484.40000000,0.00000000,0.00000000,1503.91000000,1488.65000000,1478.03000000,1457.52000000,25.88000000,31.13000000
19851206,t,46.19921778,46.19921778,,,3.54564415,3.54564415,,,1477.18000000,1482.91000000,1477.18000000,1482.91000000,0.00000000,0.00000000,1488.18000000,1503.91000000,1464.80000000,1478.03000000,23.38000000,25.88000000
19851209,t,46.19921778,46.19921778,,,3.54564415,3.54564415,,,1497.02000000,1477.18000000,1497.02000000,1477.18000000,0.00000000,0.00000000,1504.02000000,1488.18000000,1478.14000000,1464.80000000,25.88000000,23.38000000
19851210,t,46.19921778,46.19921778,,,3.54564415,3.54564415,,,1499.20000000,1497.02000000,1499.20000000,1497.02000000,0.00000000,0.00000000,1514.83000000,1504.02000000,1483.95000000,1478.14000000,30.88000000,25.88000000
19851211,t,46.19921778,46.19921778,,,3.54564415,3.54564415,,,1511.70000000,1499.20000000,1511.70000000,1499.20000000,0.00000000,0.00000000,1520.20000000,1514.83000000,1492.20000000,1483.95000000,28.00000000,30.88000000
19851212,t,46.19921778,46.19921778,,,3.54564415,3.54564415,,,1511.24000000,1511.70000000,1511.24000000,1511.70000000,0.00000000,0.00000000,1523.49000000,1520.20000000,1496.87000000,1492.20000000,26.62000000,28.00000000
19851213,t,46.19921778,46.19921778,,,3.54564415,3.54564415,,,1535.21000000,1511.24000000,1535.21000000,1511.24000000,0.00000000,0.00000000,1546.34000000,1523.49000000,1510.09000000,1496.87000000,36.25000000,26.62000000
19851216,t,46.19921778,46.19921778,,,3.54564415,3.54564415,,,1553.10000000,1535.21000000,1553.10000000,1535.21000000,0.00000000,0.00000000,1570.85000000,1546.34000000,1528.73000000,1510.09000000,42.12000000,36.25000000
19851217,t,46.19921778,46.19921778,,,3.54564415,3.54564415,,,1544.50000000,1553.10000000,1544.50000000,1553.10000000,0.00000000,0.00000000,1568.75000000,1570.85000000,1536.38000000,1528.73000000,32.37000000,42.12000000
19851218,t,46.19921778,46.19921778,,,3.54564415,3.54564415,,,1542.43000000,1544.50000000,1542.43000000,1544.50000000,0.00000000,0.00000000,1560.43000000,1568.75000000,1528.43000000,1536.38000000,32.00000000,32.37000000
19851219,t,46.19921778,46.19921778,,,3.54564415,3.54564415,,,1543.92000000,1542.43000000,1543.92000000,1542.43000000,0.00000000,0.00000000,1552.92000000,1560.43000000,1532.04000000,1528.43000000,20.88000000,32.00000000
19851220,t,46.19921778,46.19921778,,,3.54564415,3.54564415,,,1543.00000000,1543.92000000,1543.00000000,1543.92000000,0.00000000,0.00000000,1564.50000000,1552.92000000,1535.75000000,1532.04000000,28.75000000,20.88000000
19851223,t,46.19921778,46.19921778,,,3.54564415,3.54564415,,,1528.78000000,1543.00000000,1528.78000000,1543.00000000,0.00000000,0.00000000,1547.78000000,1564.50000000,1516.65000000,1535.75000000,31.13000000,28.75000000
19851224,t,46.19921778,46.19921778,,,3.54564415,3.54564415,,,1519.15000000,1528.78000000,1519.15000000,1528.78000000,0.00000000,0.00000000,1532.40000000,1547.78000000,1508.90000000,1516.65000000,23.50000000,31.13000000
19851226,t,46.19921778,46.19921778,,,3.54564415,3.54564415,,,1526.49000000,1519.15000000,1526.49000000,1519.15000000,0.00000000,0.00000000,1532.49000000,1532.40000000,1514.74000000,1508.90000000,17.75000000,23.50000000
19851227,t,46.19921778,46.19921778,,,3.54564415,3.54564415,,,1543.00000000,1526.49000000,1543.00000000,1526.49000000,0.00000000,0.00000000,1548.75000000,1532.49000000,1527.38000000,1514.74000000,21.37000000,17.75000000
19851230,t,46.19921778,46.19921778,,,3.54564415,3.54564415,,,1550.46000000,1543.00000000,1550.46000000,1543.00000000,0.00000000,0.00000000,1557.21000000,1548.75000000,1535.09000000,1527.38000000,22.12000000,21.37000000
19851231,t,46.19921778,46.19921778,,,3.54564415,3.54564415,,,1546.67000000,1550.46000000,1546.67000000,1550.46000000,0.00000000,0.00000000,1562.79000000,1557.21000000,1537.54000000,1535.09000000,25.25000000,22.12000000
19860102,t,46.36798204,46.19921778,4507.894,,1.89804772,3.54564415,7.287593529,,1537.73000000,1546.67000000,1537.73000000,1546.67000000,0.00000000,0.00000000,1551.86000000,1562.79000000,1524.36000000,1537.54000000,27.50000000,25.25000000
19860103,t,46.36798204,46.36798204,4507.894,4507.894,1.89804772,1.89804772,7.231579666,7.287593529,1549.21000000,1537.73000000,1549.21000000,1537.73000000,0.00000000,0.00000000,1557.09000000,1551.86000000,1535.09000000,1524.36000000,22.00000000,27.50000000
19860106,t,46.36798204,46.36798204,4507.894,4507.894,1.89804772,1.89804772,7.263855238,7.231579666,1547.59000000,1549.21000000,1547.59000000,1549.21000000,0.00000000,0.00000000,1556.97000000,1557.09000000,1537.09000000,1535.09000000,19.88000000,22.00000000
19860107,t,46.36798204,46.36798204,4507.894,4507.894,1.89804772,1.89804772,7.102537151,7.263855238,1565.71000000,1547.59000000,1565.71000000,1547.59000000,0.00000000,0.00000000,1573.71000000,1556.97000000,1544.59000000,1537.09000000,29.12000000,19.88000000
19860108,t,46.36798204,46.36798204,4507.894,4507.894,1.89804772,1.89804772,6.968778246,7.102537151,1526.61000000,1565.71000000,1526.61000000,1565.71000000,0.00000000,0.00000000,1558.49000000,1573.71000000,1517.11000000,1544.59000000,41.38000000,29.12000000
19860109,t,46.36798204,46.36798204,4507.894,4507.894,1.89804772,1.89804772,7.16796409,6.968778246,1518.23000000,1526.61000000,1518.23000000,1526.61000000,0.00000000,0.00000000,1530.73000000,1558.49000000,1495.73000000,1517.11000000,35.00000000,41.38000000
19860110,t,46.36798204,46.36798204,4507.894,4507.894,1.89804772,1.89804772,7.073090084,7.16796409,1513.53000000,1518.23000000,1513.53000000,1518.23000000,0.00000000,0.00000000,1530.90000000,1530.73000000,1500.65000000,1495.73000000,30.25000000,35.00000000
19860113,t,46.36798204,46.36798204,4507.894,4507.894,1.89804772,1.89804772,,7.073090084,1520.53000000,1513.53000000,1520.53000000,1513.53000000,0.00000000,0.00000000,1526.90000000,1530.90000000,1502.40000000,1500.65000000,24.50000000,30.25000000
19860114,t,46.36798204,46.36798204,4507.894,4507.894,1.89804772,1.89804772,,,1519.04000000,1520.53000000,1519.04000000,1520.53000000,0.00000000,0.00000000,1530.54000000,1526.90000000,1508.04000000,1502.40000000,22.50000000,24.50000000
19860115,t,46.36798204,46.36798204,4507.894,4507.894,1.89804772,1.89804772,,,1527.29000000,1519.04000000,1527.29000000,1519.04000000,0.00000000,0.00000000,1535.29000000,1530.54000000,1513.04000000,1508.04000000,22.25000000,22.50000000
19860116,t,46.36798204,46.36798204,4507.894,4507.894,1.89804772,1.89804772,,,1541.63000000,1527.29000000,1541.63000000,1527.29000000,0.00000000,0.00000000,1547.63000000,1535.29000000,1517.13000000,1513.04000000,30.50000000,22.25000000
19860117,t,46.36798204,46.36798204,4507.894,4507.894,1.89804772,1.89804772,,,1536.69000000,1541.63000000,1536.69000000,1541.63000000,0.00000000,0.00000000,1552.44000000,1547.63000000,1519.82000000,1517.13000000,32.62000000,30.50000000
19860120,t,46.36798204,46.36798204,4507.894,4507.894,1.89804772,1.89804772,,,1529.13000000,1536.69000000,1529.13000000,1536.69000000,0.00000000,0.00000000,1535.88000000,1552.44000000,1516.88000000,1519.82000000,19.00000000,32.62000000
19860121,t,46.36798204,46.36798204,4507.894,4507.894,1.89804772,1.89804772,,,1514.45000000,1529.13000000,1514.45000000,1529.13000000,0.00000000,0.00000000,1535.83000000,1535.88000000,1502.95000000,1516.88000000,32.88000000,19.00000000
19860122,t,46.36798204,46.36798204,4507.894,4507.894,1.89804772,1.89804772,,,1502.29000000,1514.45000000,1502.29000000,1514.45000000,0.00000000,0.00000000,1525.54000000,1535.83000000,1494.91000000,1502.95000000,30.63000000,32.88000000
19860123,t,46.36798204,46.36798204,4507.894,4507.894,1.89804772,1.89804772,,,1511.24000000,1502.29000000,1511.24000000,1502.29000000,0.00000000,0.00000000,1519.37000000,1525.54000000,1491.49000000,1494.91000000,27.88000000,30.63000000
19860124,t,46.36798204,46.36798204,4507.894,4507.894,1.89804772,1.89804772,,,1529.93000000,1511.24000000,1529.93000000,1511.24000000,0.00000000,0.00000000,1537.43000000,1519.37000000,1507.68000000,1491.49000000,29.75000000,27.88000000
19860127,t,46.36798204,46.36798204,4507.894,4507.894,1.89804772,1.89804772,,,1537.61000000,1529.93000000,1537.61000000,1529.93000000,0.00000000,0.00000000,1548.11000000,1537.43000000,1524.49000000,1507.68000000,23.62000000,29.75000000
19860128,t,46.36798204,46.36798204,4507.894,4507.894,1.89804772,1.89804772,,,1556.42000000,1537.61000000,1556.42000000,1537.61000000,0.00000000,0.00000000,1561.54000000,1548.11000000,1530.54000000,1524.49000000,31.00000000,23.62000000
19860129,t,46.36798204,46.36798204,4507.894,4507.894,1.89804772,1.89804772,,,1558.94000000,1556.42000000,1558.94000000,1556.42000000,0.00000000,0.00000000,1578.07000000,1561.54000000,1548.07000000,1530.54000000,30.00000000,31.00000000
19860130,t,46.36798204,46.36798204,4507.894,4507.894,1.89804772,1.89804772,,,1552.18000000,1558.94000000,1552.18000000,1558.94000000,0.00000000,0.00000000,1572.55000000,1578.07000000,1545.80000000,1548.07000000,26.75000000,30.00000000
19860131,t,46.36798204,46.36798204,4507.894,4507.894,1.89804772,1.89804772,,,1570.99000000,1552.18000000,1570.99000000,1552.18000000,0.00000000,0.00000000,1582.87000000,1572.55000000,1548.24000000,1545.80000000,34.63000000,26.75000000
19860203,t,46.28359991,46.36798204,,4507.894,1.89804772,1.89804772,,,1594.27000000,1570.99000000,1594.27000000,1570.99000000,0.00000000,0.00000000,1600.02000000,1582.87000000,1564.52000000,1548.24000000,35.50000000,34.63000000
19860204,t,46.28359991,46.28359991,,,1.89804772,1.89804772,,,1593.23000000,1594.27000000,1593.23000000,1594.27000000,0.00000000,0.00000000,1611.48000000,1600.02000000,1575.48000000,1564.52000000,36.00000000,35.50000000
19860205,t,46.28359991,46.28359991,,,1.89804772,1.89804772,,,1593.12000000,1593.23000000,1593.12000000,1593.23000000,0.00000000,0.00000000,1601.75000000,1611.48000000,1576.37000000,1575.48000000,25.38000000,36.00000000
19860206,t,46.28359991,46.28359991,,,1.89804772,1.89804772,,,1600.69000000,1593.12000000,1600.69000000,1593.12000000,0.00000000,0.00000000,1616.44000000,1601.75000000,1587.07000000,1576.37000000,29.37000000,25.38000000
19860207,t,46.28359991,46.28359991,,,1.89804772,1.89804772,,,1613.42000000,1600.69000000,1613.42000000,1600.69000000,0.00000000,0.00000000,1622.79000000,1616.44000000,1581.54000000,1587.07000000,41.25000000,29.37000000
19860210,t,46.28359991,46.28359991,,,1.89804772,1.89804772,,,1626.38000000,1613.42000000,1626.38000000,1613.42000000,0.00000000,0.00000000,1633.13000000,1622.79000000,1605.25000000,1581.54000000,27.88000000,41.25000000
19860211,t,46.28359991,46.28359991,,,1.89804772,1.89804772,,,1622.82000000,1626.38000000,1622.82000000,1626.38000000,0.00000000,0.00000000,1637.45000000,1633.13000000,1613.32000000,1605.25000000,24.13000000,27.88000000
19860212,t,46.28359991,46.28359991,,,1.89804772,1.89804772,,,1629.93000000,1622.82000000,1629.93000000,1622.82000000,0.00000000,0.00000000,1640.43000000,1637.45000000,1611.80000000,1613.32000000,28.63000000,24.13000000
19860213,t,46.28359991,46.28359991,,,1.89804772,1.89804772,,,1645.18000000,1629.93000000,1645.18000000,1629.93000000,0.00000000,0.00000000,1649.43000000,1640.43000000,1616.93000000,1611.80000000,32.50000000,28.63000000
19860214,t,46.28359991,46.28359991,,,1.89804772,1.89804772,,,1664.45000000,1645.18000000,1664.45000000,1645.18000000,0.00000000,0.00000000,1668.58000000,1649.43000000,1636.20000000,1616.93000000,32.38000000,32.50000000
19860218,t,46.28359991,46.28359991,,,1.89804772,1.89804772,,,1678.78000000,1664.45000000,1678.78000000,1664.45000000,0.00000000,0.00000000,1685.53000000,1668.58000000,1649.53000000,1636.20000000,36.00000000,32.38000000
19860219,t,46.28359991,46.28359991,,,1.89804772,1.89804772,,,1658.26000000,1678.78000000,1658.26000000,1678.78000000,0.00000000,0.00000000,1689.13000000,1685.53000000,1651.13000000,1649.53000000,38.00000000,36.00000000
19860220,t,46.28359991,46.28359991,,,1.89804772,1.89804772,,,1672.82000000,1658.26000000,1672.82000000,1658.26000000,0.00000000,0.00000000,1675.45000000,1689.13000000,1642.07000000,1651.13000000,33.38000000,38.00000000
19860221,t,46.28359991,46.28359991,,,1.89804772,1.89804772,,,1697.71000000,1672.82000000,1697.71000000,1672.82000000,0.00000000,0.00000000,1702.71000000,1675.45000000,1668.71000000,1642.07000000,34.00000000,33.38000000
19860224,t,46.28359991,46.28359991,,,1.89804772,1.89804772,,,1698.28000000,1697.71000000,1698.28000000,1697.71000000,0.00000000,0.00000000,1709.65000000,1702.71000000,1678.78000000,1668.71000000,30.87000000,34.00000000
19860225,t,46.28359991,46.28359991,,,1.89804772,1.89804772,,,1692.66000000,1698.28000000,1692.66000000,1698.28000000,0.00000000,0.00000000,1709.41000000,1709.65000000,1674.16000000,1678.78000000,35.25000000,30.87000000
19860226,t,46.28359991,46.28359991,,,1.89804772,1.89804772,,,1696.90000000,1692.66000000,1696.90000000,1692.66000000,0.00000000,0.00000000,1714.77000000,1709.41000000,1679.65000000,1674.16000000,35.12000000,35.25000000
19860227,t,46.28359991,46.28359991,,,1.89804772,1.89804772,,,1713.99000000,1696.90000000,1713.99000000,1696.90000000,0.00000000,0.00000000,1728.87000000,1714.77000000,1683.49000000,1679.65000000,45.38000000,35.12000000
19860228,t,46.28359991,46.28359991,,,1.89804772,1.89804772,,,1709.06000000,1713.99000000,1709.06000000,1713.99000000,0.00000000,0.00000000,1732.56000000,1728.87000000,1687.56000000,1683.49000000,45.00000000,45.38000000
19860303,t,46.03045351,46.28359991,,,1.89804772,1.89804772,,,1696.67000000,1709.06000000,1696.67000000,1709.06000000,0.00000000,0.00000000,1714.29000000,1732.56000000,1684.67000000,1687.56000000,29.62000000,45.00000000
19860304,t,46.03045351,46.03045351,,,1.89804772,1.89804772,,,1686.30000000,1696.67000000,1686.30000000,1696.67000000,0.00000000,0.00000000,1718.17000000,1714.29000000,1679.80000000,1684.67000000,38.37000000,29.62000000
19860305,t,46.03045351,46.03045351,,,1.89804772,1.89804772,,,1686.66000000,1686.30000000,1686.66000000,1686.30000000,0.00000000,0.00000000,1695.28000000,1718.17000000,1663.16000000,1679.80000000,32.12000000,38.37000000
19860306,t,46.03045351,46.03045351,,,1.89804772,1.89804772,,,1696.60000000,1686.66000000,1696.60000000,1686.66000000,0.00000000,0.00000000,1711.10000000,1695.28000000,1681.85000000,1663.16000000,29.25000000,32.12000000
19860307,t,46.03045351,46.03045351,,,1.89804772,1.89804772,,,1699.83000000,1696.60000000,1699.83000000,1696.60000000,0.00000000,0.00000000,1713.46000000,1711.10000000,1682.83000000,1681.85000000,30.63000000,29.25000000
19860310,t,46.03045351,46.03045351,,,1.89804772,1.89804772,,,1702.95000000,1699.83000000,1702.95000000,1699.83000000,0.00000000,0.00000000,1715.08000000,1713.46000000,1688.70000000,1682.83000000,26.38000000,30.63000000
19860311,t,46.03045351,46.03045351,,,1.89804772,1.89804772,,,1746.05000000,1702.95000000,1746.05000000,1702.95000000,0.00000000,0.00000000,1752.55000000,1715.08000000,1714.17000000,1688.70000000,38.38000000,26.38000000
19860312,t,46.03045351,46.03045351,,,1.89804772,1.89804772,,,1745.45000000,1746.05000000,1745.45000000,1746.05000000,0.00000000,0.00000000,1773.33000000,1752.55000000,1733.58000000,1714.17000000,39.75000000,38.38000000
19860313,t,46.03045351,46.03045351,,,1.89804772,1.89804772,,,1753.71000000,1745.45000000,1753.71000000,1745.45000000,0.00000000,0.00000000,1768.71000000,1773.33000000,1729.59000000,1733.58000000,39.12000000,39.75000000
19860314,t,46.03045351,46.03045351,,,1.89804772,1.89804772,,,1792.74000000,1753.71000000,1792.74000000,1753.71000000,0.00000000,0.00000000,1799.87000000,1768.71000000,1760.87000000,1729.59000000,39.00000000,39.12000000
19860317,t,46.03045351,46.03045351,,,1.89804772,1.89804772,,,1776.82000000,1792.74000000,1776.82000000,1792.74000000,0.00000000,0.00000000,1790.57000000,1799.87000000,1758.45000000,1760.87000000,32.12000000,39.00000000
19860318,t,46.03045351,46.03045351,,,1.89804772,1.89804772,,,1789.87000000,1776.82000000,1789.87000000,1776.82000000,0.00000000,0.00000000,1806.75000000,1790.57000000,1763.75000000,1758.45000000,43.00000000,32.12000000
19860319,t,46.03045351,46.03045351,,,1.89804772,1.89804772,,,1787.95000000,1789.87000000,1787.95000000,1789.87000000,0.00000000,0.00000000,1806.95000000,1806.75000000,1773.33000000,1763.75000000,33.62000000,43.00000000
19860320,t,46.03045351,46.03045351,,,1.89804772,1.89804772,,,1804.25000000,1787.95000000,1804.25000000,1787.95000000,0.00000000,0.00000000,1820.75000000,1806.95000000,1784.38000000,1773.33000000,36.37000000,33.62000000
19860321,t,46.03045351,46.03045351,,,1.89804772,1.89804772,,,1768.55000000,1804.25000000,1768.55000000,1804.25000000,0.00000000,0.00000000,1800.42000000,1820.75000000,1764.92000000,1784.38000000,35.50000000,36.37000000
19860324,t,46.03045351,46.03045351,,,1.89804772,1.89804772,,,1782.93000000,1768.55000000,1782.93000000,1768.55000000,0.00000000,0.00000000,1796.18000000,1800.42000000,1763.30000000,1764.92000000,32.88000000,35.50000000
19860325,t,46.03045351,46.03045351,,,1.89804772,1.89804772,,,1778.50000000,1782.93000000,1778.50000000,1782.93000000,0.00000000,0.00000000,1794.25000000,1796.18000000,1762.13000000,1763.30000000,32.12000000,32.88000000
19860326,t,46.03045351,46.03045351,,,1.89804772,1.89804772,,,1810.70000000,1778.50000000,1810.70000000,1778.50000000,0.00000000,0.00000000,1817.33000000,1794.25000000,1778.83000000,1762.13000000,38.50000000,32.12000000
19860327,t,46.03045351,46.03045351,,,1.89804772,1.89804772,,,1821.72000000,1810.70000000,1821.72000000,1810.70000000,0.00000000,0.00000000,1849.72000000,1817.33000000,1806.60000000,1778.83000000,43.12000000,38.50000000
19860331,t,46.03045351,46.03045351,,,1.89804772,1.89804772,,,1818.61000000,1821.72000000,1818.61000000,1821.72000000,0.00000000,0.00000000,1841.74000000,1849.72000000,1803.24000000,1806.60000000,38.50000000,43.12000000
19860401,t,45.86168925,46.03045351,4545.34,,1.89804772,1.89804772,,,1790.11000000,1818.61000000,1790.11000000,1818.61000000,0.00000000,0.00000000,1821.99000000,1841.74000000,1777.61000000,1803.24000000,44.38000000,38.50000000
19860402,t,45.86168925,45.86168925,4545.34,4545.34,1.89804772,1.89804772,,,1795.26000000,1790.11000000,1795.26000000,1790.11000000,0.00000000,0.00000000,1803.63000000,1821.99000000,1768.88000000,1777.61000000,34.75000000,44.38000000
19860403,t,45.86168925,45.86168925,4545.34,4545.34,1.89804772,1.89804772,,,1766.40000000,1795.26000000,1766.40000000,1795.26000000,0.00000000,0.00000000,1798.27000000,1803.63000000,1753.77000000,1768.88000000,44.50000000,34.75000000
19860404,t,45.86168925,45.86168925,4545.34,4545.34,1.89804772,1.89804772,,,1739.22000000,1766.40000000,1739.22000000,1766.40000000,0.00000000,0.00000000,1771.10000000,1798.27000000,1728.10000000,1753.77000000,43.00000000,44.50000000
19860407,t,45.86168925,45.86168925,4545.34,4545.34,1.89804772,1.89804772,,,1735.51000000,1739.22000000,1735.51000000,1739.22000000,0.00000000,0.00000000,1749.01000000,1771.10000000,1712.63000000,1728.10000000,36.38000000,43.00000000
19860408,t,45.86168925,45.86168925,4545.34,4545.34,1.89804772,1.89804772,,,1769.76000000,1735.51000000,1769.76000000,1735.51000000,0.00000000,0.00000000,1779.51000000,1749.01000000,1737.88000000,1712.63000000,41.63000000,36.38000000
19860409,t,45.86168925,45.86168925,4545.34,4545.34,1.89804772,1.89804772,,,1778.62000000,1769.76000000,1778.62000000,1769.76000000,0.00000000,0.00000000,1807.62000000,1779.51000000,1754.25000000,1737.88000000,53.37000000,41.63000000
19860410,t,45.86168925,45.86168925,4545.34,4545.34,1.89804772,1.89804772,,,1794.30000000,1778.62000000,1794.30000000,1778.62000000,0.00000000,0.00000000,1807.80000000,1807.62000000,1768.30000000,1754.25000000,39.50000000,53.37000000
19860411,t,45.86168925,45.86168925,4545.34,4545.34,1.89804772,1.89804772,,,1790.18000000,1794.30000000,1790.18000000,1794.30000000,0.00000000,0.00000000,1812.43000000,1807.80000000,1779.18000000,1768.30000000,33.25000000,39.50000000
19860414,t,45.86168925,45.86168925,4545.34,4545.34,1.89804772,1.89804772,,,1805.31000000,1790.18000000,1805.31000000,1790.18000000,0.00000000,0.00000000,1811.31000000,1812.43000000,1781.06000000,1779.18000000,30.25000000,33.25000000
19860415,t,45.86168925,45.86168925,4545.34,4545.34,1.89804772,1.89804772,,,1809.65000000,1805.31000000,1809.65000000,1805.31000000,0.00000000,0.00000000,1822.02000000,1811.31000000,1789.77000000,1781.06000000,32.25000000,30.25000000
19860416,t,45.86168925,45.86168925,4545.34,4545.34,1.89804772,1.89804772,,,1847.97000000,1809.65000000,1847.97000000,1809.65000000,0.00000000,0.00000000,1859.60000000,1822.02000000,1816.10000000,1789.77000000,43.50000000,32.25000000
19860417,t,45.86168925,45.86168925,4545.34,4545.34,1.89804772,1.89804772,,,1855.03000000,1847.97000000,1855.03000000,1847.97000000,0.00000000,0.00000000,1870.65000000,1859.60000000,1831.78000000,1816.10000000,38.87000000,43.50000000
19860418,t,45.86168925,45.86168925,4545.34,4545.34,1.89804772,1.89804772,,,1840.40000000,1855.03000000,1840.40000000,1855.03000000,0.00000000,0.00000000,1870.27000000,1870.65000000,1830.90000000,1831.78000000,39.37000000,38.87000000
19860421,t,45.86168925,45.86168925,4545.34,4545.34,1.89804772,1.89804772,,,1855.90000000,1840.40000000,1855.90000000,1840.40000000,0.00000000,0.00000000,1864.15000000,1870.27000000,1829.90000000,1830.90000000,34.25000000,39.37000000
19860422,t,45.86168925,45.86168925,4545.34,4545.34,1.89804772,1.89804772,,,1830.98000000,1855.90000000,1830.98000000,1855.90000000,0.00000000,0.00000000,1862.86000000,1864.15000000,1815.98000000,1829.90000000,46.88000000,34.25000000
19860423,t,45.86168925,45.86168925,4545.34,4545.34,1.89804772,1.89804772,,,1829.61000000,1830.98000000,1829.61000000,1830.98000000,0.00000000,0.00000000,1841.24000000,1862.86000000,1803.86000000,1815.98000000,37.38000000,46.88000000
19860424,t,45.86168925,45.86168925,4545.34,4545.34,1.89804772,1.89804772,,,1831.72000000,1829.61000000,1831.72000000,1829.61000000,0.00000000,0.00000000,1848.35000000,1841.24000000,1818.97000000,1803.86000000,29.38000000,37.38000000
19860425,t,45.86168925,45.86168925,4545.34,4545.34,1.89804772,1.89804772,,,1835.56000000,1831.72000000,1835.56000000,1831.72000000,0.00000000,0.00000000,1848.43000000,1848.35000000,1813.68000000,1818.97000000,34.75000000,29.38000000
19860428,t,45.86168925,45.86168925,4545.34,4545.34,1.89804772,1.89804772,,,1843.75000000,1835.56000000,1843.75000000,1835.56000000,0.00000000,0.00000000,1852.88000000,1848.43000000,1817.75000000,1813.68000000,35.13000000,34.75000000
19860429,t,45.86168925,45.86168925,4545.34,4545.34,1.89804772,1.89804772,,,1825.89000000,1843.75000000,1825.89000000,1843.75000000,0.00000000,0.00000000,1856.14000000,1852.88000000,1813.14000000,1817.75000000,43.00000000,35.13000000
19860430,t,45.86168925,45.86168925,4545.34,4545.34,1.89804772,1.89804772,,,1783.98000000,1825.89000000,1783.98000000,1825.89000000,0.00000000,0.00000000,1815.86000000,1856.14000000,1777.98000000,1813.14000000,37.88000000,43.00000000
19860501,t,45.98826245,45.86168925,,4545.34,1.89804772,1.89804772,,,1777.78000000,1783.98000000,1777.78000000,1783.98000000,0.00000000,0.00000000,1796.78000000,1815.86000000,1761.15000000,1777.98000000,35.63000000,37.88000000
19860502,t,45.98826245,45.98826245,,,1.89804772,1.89804772,,,1774.68000000,1777.78000000,1774.68000000,1777.78000000,0.00000000,0.00000000,1795.80000000,1796.78000000,1763.18000000,1761.15000000,32.62000000,35.63000000
19860505,t,45.98826245,45.98826245,,,1.89804772,1.89804772,,,1793.77000000,1774.68000000,1793.77000000,1774.68000000,0.00000000,0.00000000,1800.27000000,1795.80000000,1771.02000000,1763.18000000,29.25000000,32.62000000
19860506,t,45.98826245,45.98826245,,,1.89804772,1.89804772,,,1787.95000000,1793.77000000,1787.95000000,1793.77000000,0.00000000,0.00000000,1803.20000000,1800.27000000,1775.95000000,1771.02000000,27.25000000,29.25000000
19860507,t,45.98826245,45.98826245,,,1.89804772,1.89804772,,,1775.30000000,1787.95000000,1775.30000000,1787.95000000,0.00000000,0.00000000,1790.05000000,1803.20000000,1755.30000000,1775.95000000,34.75000000,27.25000000
19860508,t,45.98826245,45.98826245,,,1.89804772,1.89804772,,,1786.21000000,1775.30000000,1786.21000000,1775.30000000,0.00000000,0.00000000,1797.84000000,1790.05000000,1768.59000000,1755.30000000,29.25000000,34.75000000
19860509,t,45.98826245,45.98826245,,,1.89804772,1.89804772,,,1789.43000000,1786.21000000,1789.43000000,1786.21000000,0.00000000,0.00000000,1797.05000000,1797.84000000,1767.80000000,1768.59000000,29.25000000,29.25000000
19860512,t,45.98826245,45.98826245,,,1.89804772,1.89804772,,,1787.33000000,1789.43000000,1787.33000000,1789.43000000,0.00000000,0.00000000,1804.21000000,1797.05000000,1775.83000000,1767.80000000,28.38000000,29.25000000
19860513,t,45.98826245,45.98826245,,,1.89804772,1.89804772,,,1785.34000000,1787.33000000,1785.34000000,1787.33000000,0.00000000,0.00000000,1803.97000000,1804.21000000,1772.09000000,1775.83000000,31.88000000,28.38000000
19860514,t,45.98826245,45.98826245,,,1.89804772,1.89804772,,,1808.28000000,1785.34000000,1808.28000000,1785.34000000,0.00000000,0.00000000,1815.15000000,1803.97000000,1776.40000000,1772.09000000,38.75000000,31.88000000
19860515,t,45.98826245,45.98826245,,,1.89804772,1.89804772,,,1774.68000000,1808.28000000,1774.68000000,1808.28000000,0.00000000,0.00000000,1806.55000000,1815.15000000,1767.05000000,1776.40000000,39.50000000,38.75000000
19860516,t,45.98826245,45.98826245,,,1.89804772,1.89804772,,,1759.67000000,1774.68000000,1759.67000000,1774.68000000,0.00000000,0.00000000,1775.67000000,1806.55000000,1749.92000000,1767.05000000,25.75000000,39.50000000
