intdate,ri,cpi,cpi_lag,gdp,gdp_lag,inf,inf_lag,unp,unp_lag,dji_open,dji_open_lag,dji_close,dji_close_lag,dji_opcl_diff,dji_opcl_lag,dji_high,dji_high_lag,dji_low,dji_low_lag,dji_hilo_diff,dji_hilo_lag
19710329,f,16.87642659,16.87642659,,,4.29276669,4.29276669,,,903.48000000,903.48000000,903.48000000,903.48000000,0.00000000,0.00000000,903.48000000,903.48000000,903.48000000,903.48000000,0.00000000,0.00000000
19710330,f,16.87642659,16.87642659,,,4.29276669,4.29276669,,,903.39000000,903.48000000,903.39000000,903.48000000,0.00000000,0.00000000,903.39000000,903.48000000,903.39000000,903.48000000,0.00000000,0.00000000
19710331,f,16.87642659,16.87642659,,,4.29276669,4.29276669,,,904.37000000,903.39000000,904.37000000,903.39000000,0.00000000,0.00000000,904.37000000,903.39000000,904.37000000,903.39000000,0.00000000,0.00000000
19710401,f,16.91861765,16.87642659,1156.271,,4.29276669,4.29276669,,,903.88000000,904.37000000,903.88000000,904.37000000,0.00000000,0.00000000,903.88000000,904.37000000,903.88000000,904.37000000,0.00000000,0.00000000
19710402,f,16.91861765,16.91861765,1156.271,1156.271,4.29276669,4.29276669,,,903.04000000,903.88000000,903.04000000,903.88000000,0.00000000,0.00000000,903.04000000,903.88000000,903.04000000,903.88000000,0.00000000,0.00000000
19710405,f,16.91861765,16.91861765,1156.271,1156.271,4.29276669,4.29276669,,,905.07000000,903.04000000,905.07000000,903.04000000,0.00000000,0.00000000,905.07000000,903.04000000,905.07000000,903.04000000,0.00000000,0.00000000
19710406,f,16.91861765,16.91861765,1156.271,1156.271,4.29276669,4.29276669,,,912.73000000,905.07000000,912.73000000,905.07000000,0.00000000,0.00000000,912.73000000,905.07000000,912.73000000,905.07000000,0.00000000,0.00000000
19710407,f,16.91861765,16.91861765,1156.271,1156.271,4.29276669,4.29276669,,,918.49000000,912.73000000,918.49000000,912.73000000,0.00000000,0.00000000,918.49000000,912.73000000,918.49000000,912.73000000,0.00000000,0.00000000
19710408,f,16.91861765,16.91861765,1156.271,1156.271,4.29276669,4.29276669,,,920.39000000,918.49000000,920.39000000,918.49000000,0.00000000,0.00000000,920.39000000,918.49000000,920.39000000,918.49000000,0.00000000,0.00000000
19710412,f,16.91861765,16.91861765,1156.271,1156.271,4.29276669,4.29276669,,,926.64000000,920.39000000,926.64000000,920.39000000,0.00000000,0.00000000,926.64000000,920.39000000,926.64000000,920.39000000,0.00000000,0.00000000
19710413,f,16.91861765,16.91861765,1156.271,1156.271,4.29276669,4.29276669,,,927.28000000,926.64000000,927.28000000,926.64000000,0.00000000,0.00000000,927.28000000,926.64000000,927.28000000,926.64000000,0.00000000,0.00000000
19710414,f,16.91861765,16.91861765,1156.271,1156.271,4.29276669,4.29276669,,,932.55000000,927.28000000,932.55000000,927.28000000,0.00000000,0.00000000,932.55000000,927.28000000,932.55000000,927.28000000,0.00000000,0.00000000
19710415,f,16.91861765,16.91861765,1156.271,1156.271,4.29276669,4.29276669,,,938.17000000,932.55000000,938.17000000,932.55000000,0.00000000,0.00000000,938.17000000,932.55000000,938.17000000,932.55000000,0.00000000,0.00000000
19710416,f,16.91861765,16.91861765,1156.271,1156.271,4.29276669,4.29276669,,,940.21000000,938.17000000,940.21000000,938.17000000,0.00000000,0.00000000,940.21000000,938.17000000,940.21000000,938.17000000,0.00000000,0.00000000
19710419,f,16.91861765,16.91861765,1156.271,1156.271,4.29276669,4.29276669,,,948.85000000,940.21000000,948.85000000,940.21000000,0.00000000,0.00000000,948.85000000,940.21000000,948.85000000,940.21000000,0.00000000,0.00000000
19710420,f,16.91861765,16.91861765,1156.271,1156.271,4.29276669,4.29276669,,,944.42000000,948.85000000,944.42000000,948.85000000,0.00000000,0.00000000,944.42000000,948.85000000,944.42000000,948.85000000,0.00000000,0.00000000
19710421,f,16.91861765,16.91861765,1156.271,1156.271,4.29276669,4.29276669,,,941.33000000,944.42000000,941.33000000,944.42000000,0.00000000,0.00000000,941.33000000,944.42000000,941.33000000,944.42000000,0.00000000,0.00000000
19710422,f,16.91861765,16.91861765,1156.271,1156.271,4.29276669,4.29276669,,,940.63000000,941.33000000,940.63000000,941.33000000,0.00000000,0.00000000,940.63000000,941.33000000,940.63000000,941.33000000,0.00000000,0.00000000
19710423,f,16.91861765,16.91861765,1156.271,1156.271,4.29276669,4.29276669,,,947.79000000,940.63000000,947.79000000,940.63000000,0.00000000,0.00000000,947.79000000,940.63000000,947.79000000,940.63000000,0.00000000,0.00000000
19710426,f,16.91861765,16.91861765,1156.271,1156.271,4.29276669,4.29276669,,,944.00000000,947.79000000,944.00000000,947.79000000,0.00000000,0.00000000,944.00000000,947.79000000,944.00000000,947.79000000,0.00000000,0.00000000
19710427,f,16.91861765,16.91861765,1156.271,1156.271,4.29276669,4.29276669,,,947.09000000,944.00000000,947.09000000,944.00000000,0.00000000,0.00000000,947.09000000,944.00000000,947.09000000,944.00000000,0.00000000,0.00000000
19710428,f,16.91861765,16.91861765,1156.271,1156.271,4.29276669,4.29276669,,,950.82000000,947.09000000,950.82000000,947.09000000,0.00000000,0.00000000,950.82000000,947.09000000,950.82000000,947.09000000,0.00000000,0.00000000
19710429,f,16.91861765,16.91861765,1156.271,1156.271,4.29276669,4.29276669,,,948.15000000,950.82000000,948.15000000,950.82000000,0.00000000,0.00000000,948.15000000,950.82000000,948.15000000,950.82000000,0.00000000,0.00000000
19710430,f,16.91861765,16.91861765,1156.271,1156.271,4.29276669,4.29276669,,,941.75000000,948.15000000,941.75000000,948.15000000,0.00000000,0.00000000,941.75000000,948.15000000,941.75000000,948.15000000,0.00000000,0.00000000
19710503,f,17.00299978,16.91861765,,1156.271,4.29276669,4.29276669,,,932.41000000,941.75000000,932.41000000,941.75000000,0.00000000,0.00000000,932.41000000,941.75000000,932.41000000,941.75000000,0.00000000,0.00000000
19710504,f,17.00299978,17.00299978,,,4.29276669,4.29276669,,,938.45000000,932.41000000,938.45000000,932.41000000,0.00000000,0.00000000,938.45000000,932.41000000,938.45000000,932.41000000,0.00000000,0.00000000
19710505,f,17.00299978,17.00299978,,,4.29276669,4.29276669,,,939.92000000,938.45000000,939.92000000,938.45000000,0.00000000,0.00000000,939.92000000,938.45000000,939.92000000,938.45000000,0.00000000,0.00000000
19710506,f,17.00299978,17.00299978,,,4.29276669,4.29276669,,,937.39000000,939.92000000,937.39000000,939.92000000,0.00000000,0.00000000,937.39000000,939.92000000,937.39000000,939.92000000,0.00000000,0.00000000
19710507,f,17.00299978,17.00299978,,,4.29276669,4.29276669,,,936.97000000,937.39000000,936.97000000,937.39000000,0.00000000,0.00000000,936.97000000,937.39000000,936.97000000,937.39000000,0.00000000,0.00000000
19710510,f,17.00299978,17.00299978,,,4.29276669,4.29276669,,,932.55000000,936.97000000,932.55000000,936.97000000,0.00000000,0.00000000,932.55000000,936.97000000,932.55000000,936.97000000,0.00000000,0.00000000
19710511,f,17.00299978,17.00299978,,,4.29276669,4.29276669,,,937.25000000,932.55000000,937.25000000,932.55000000,0.00000000,0.00000000,937.25000000,932.55000000,937.25000000,932.55000000,0.00000000,0.00000000
19710512,f,17.00299978,17.00299978,,,4.29276669,4.29276669,,,937.46000000,937.25000000,937.46000000,937.25000000,0.00000000,0.00000000,937.46000000,937.25000000,937.46000000,937.25000000,0.00000000,0.00000000
19710513,f,17.00299978,17.00299978,,,4.29276669,4.29276669,,,936.34000000,937.46000000,936.34000000,937.46000000,0.00000000,0.00000000,936.34000000,937.46000000,936.34000000,937.46000000,0.00000000,0.00000000
19710514,f,17.00299978,17.00299978,,,4.29276669,4.29276669,,,936.06000000,936.34000000,936.06000000,936.34000000,0.00000000,0.00000000,936.06000000,936.34000000,936.06000000,936.34000000,0.00000000,0.00000000
19710517,f,17.00299978,17.00299978,,,4.29276669,4.29276669,,,921.30000000,936.06000000,921.30000000,936.06000000,0.00000000,0.00000000,921.30000000,936.06000000,921.30000000,936.06000000,0.00000000,0.00000000
19710518,f,17.00299978,17.00299978,,,4.29276669,4.29276669,,,918.56000000,921.30000000,918.56000000,921.30000000,0.00000000,0.00000000,918.56000000,921.30000000,918.56000000,921.30000000,0.00000000,0.00000000
19710519,f,17.00299978,17.00299978,,,4.29276669,4.29276669,,,920.04000000,918.56000000,920.04000000,918.56000000,0.00000000,0.00000000,920.04000000,918.56000000,920.04000000,918.56000000,0.00000000,0.00000000
19710520,f,17.00299978,17.00299978,,,4.29276669,4.29276669,,,923.41000000,920.04000000,923.41000000,920.04000000,0.00000000,0.00000000,923.41000000,920.04000000,923.41000000,920.04000000,0.00000000,0.00000000
19710521,f,17.00299978,17.00299978,,,4.29276669,4.29276669,,,921.87000000,923.41000000,921.87000000,923.41000000,0.00000000,0.00000000,921.87000000,923.41000000,921.87000000,923.41000000,0.00000000,0.00000000
19710524,f,17.00299978,17.00299978,,,4.29276669,4.29276669,,,913.15000000,921.87000000,913.15000000,921.87000000,0.00000000,0.00000000,913.15000000,921.87000000,913.15000000,921.87000000,0.00000000,0.00000000
19710525,f,17.00299978,17.00299978,,,4.29276669,4.29276669,,,906.69000000,913.15000000,906.69000000,913.15000000,0.00000000,0.00000000,906.69000000,913.15000000,906.69000000,913.15000000,0.00000000,0.00000000
19710526,f,17.00299978,17.00299978,,,4.29276669,4.29276669,,,906.41000000,906.69000000,906.41000000,906.69000000,0.00000000,0.00000000,906.41000000,906.69000000,906.41000000,906.69000000,0.00000000,0.00000000
19710527,f,17.00299978,17.00299978,,,4.29276669,4.29276669,,,905.78000000,906.41000000,905.78000000,906.41000000,0.00000000,0.00000000,905.78000000,906.41000000,905.78000000,906.41000000,0.00000000,0.00000000
19710528,f,17.00299978,17.00299978,,,4.29276669,4.29276669,,,907.81000000,905.78000000,907.81000000,905.78000000,0.00000000,0.00000000,907.81000000,905.78000000,907.81000000,905.78000000,0.00000000,0.00000000
19710601,f,17.08738192,17.00299978,,,4.29276669,4.29276669,,,913.65000000,907.81000000,913.65000000,907.81000000,0.00000000,0.00000000,913.65000000,907.81000000,913.65000000,907.81000000,0.00000000,0.00000000
19710602,f,17.08738192,17.08738192,,,4.29276669,4.29276669,,,919.62000000,913.65000000,919.62000000,913.65000000,0.00000000,0.00000000,919.62000000,913.65000000,919.62000000,913.65000000,0.00000000,0.00000000
19710603,f,17.08738192,17.08738192,,,4.29276669,4.29276669,,,921.30000000,919.62000000,921.30000000,919.62000000,0.00000000,0.00000000,921.30000000,919.62000000,921.30000000,919.62000000,0.00000000,0.00000000
19710604,f,17.08738192,17.08738192,,,4.29276669,4.29276669,,,922.15000000,921.30000000,922.15000000,921.30000000,0.00000000,0.00000000,922.15000000,921.30000000,922.15000000,921.30000000,0.00000000,0.00000000
19710607,f,17.08738192,17.08738192,,,4.29276669,4.29276669,,,923.06000000,922.15000000,923.06000000,922.15000000,0.00000000,0.00000000,923.06000000,922.15000000,923.06000000,922.15000000,0.00000000,0.00000000
19710608,f,17.08738192,17.08738192,,,4.29276669,4.29276669,,,915.01000000,923.06000000,915.01000000,923.06000000,0.00000000,0.00000000,915.01000000,923.06000000,915.01000000,923.06000000,0.00000000,0.00000000
19710609,f,17.08738192,17.08738192,,,4.29276669,4.29276669,,,912.46000000,915.01000000,912.46000000,915.01000000,0.00000000,0.00000000,912.46000000,915.01000000,912.46000000,915.01000000,0.00000000,0.00000000
19710610,f,17.08738192,17.08738192,,,4.29276669,4.29276669,,,915.96000000,912.46000000,915.96000000,912.46000000,0.00000000,0.00000000,915.96000000,912.46000000,915.96000000,912.46000000,0.00000000,0.00000000
19710611,f,17.08738192,17.08738192,,,4.29276669,4.29276669,,,916.47000000,915.96000000,916.47000000,915.96000000,0.00000000,0.00000000,916.47000000,915.96000000,916.47000000,915.96000000,0.00000000,0.00000000
19710614,f,17.08738192,17.08738192,,,4.29276669,4.29276669,,,907.71000000,916.47000000,907.71000000,916.47000000,0.00000000,0.00000000,907.71000000,916.47000000,907.71000000,916.47000000,0.00000000,0.00000000
19710615,f,17.08738192,17.08738192,,,4.29276669,4.29276669,,,907.20000000,907.71000000,907.20000000,907.71000000,0.00000000,0.00000000,907.20000000,907.71000000,907.20000000,907.71000000,0.00000000,0.00000000
19710616,f,17.08738192,17.08738192,,,4.29276669,4.29276669,,,908.59000000,907.20000000,908.59000000,907.20000000,0.00000000,0.00000000,908.59000000,907.20000000,908.59000000,907.20000000,0.00000000,0.00000000
19710617,f,17.08738192,17.08738192,,,4.29276669,4.29276669,,,906.25000000,908.59000000,906.25000000,908.59000000,0.00000000,0.00000000,906.25000000,908.59000000,906.25000000,908.59000000,0.00000000,0.00000000
19710618,f,17.08738192,17.08738192,,,4.29276669,4.29276669,,,889.16000000,906.25000000,889.16000000,906.25000000,0.00000000,0.00000000,889.16000000,906.25000000,889.16000000,906.25000000,0.00000000,0.00000000
19710621,f,17.08738192,17.08738192,,,4.29276669,4.29276669,,,876.53000000,889.16000000,876.53000000,889.16000000,0.00000000,0.00000000,876.53000000,889.16000000,876.53000000,889.16000000,0.00000000,0.00000000
19710622,f,17.08738192,17.08738192,,,4.29276669,4.29276669,,,874.42000000,876.53000000,874.42000000,876.53000000,0.00000000,0.00000000,874.42000000,876.53000000,874.42000000,876.53000000,0.00000000,0.00000000
19710623,f,17.08738192,17.08738192,,,4.29276669,4.29276669,,,879.45000000,874.42000000,879.45000000,874.42000000,0.00000000,0.00000000,879.45000000,874.42000000,879.45000000,874.42000000,0.00000000,0.00000000
19710624,f,17.08738192,17.08738192,,,4.29276669,4.29276669,,,877.26000000,879.45000000,877.26000000,879.45000000,0.00000000,0.00000000,877.26000000,879.45000000,877.26000000,879.45000000,0.00000000,0.00000000
19710625,f,17.08738192,17.08738192,,,4.29276669,4.29276669,,,876.68000000,877.26000000,876.68000000,877.26000000,0.00000000,0.00000000,876.68000000,877.26000000,876.68000000,877.26000000,0.00000000,0.00000000
19710628,f,17.08738192,17.08738192,,,4.29276669,4.29276669,,,873.10000000,876.68000000,873.10000000,876.68000000,0.00000000,0.00000000,873.10000000,876.68000000,873.10000000,876.68000000,0.00000000,0.00000000
19710629,f,17.08738192,17.08738192,,,4.29276669,4.29276669,,,882.30000000,873.10000000,882.30000000,873.10000000,0.00000000,0.00000000,882.30000000,873.10000000,882.30000000,873.10000000,0.00000000,0.00000000
19710630,f,17.08738192,17.08738192,,,4.29276669,4.29276669,,,891.14000000,882.30000000,891.14000000,882.30000000,0.00000000,0.00000000,891.14000000,882.30000000,891.14000000,882.30000000,0.00000000,0.00000000
